stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon
14.05,12.25,37.58,5.66,217.9,1.25,240.4,2019-11-07 01:00:00,28.044833,122.090667
14.08,12.25,37.58,5.2,205.1,1.25,240.1,2019-11-07 01:01:00,28.042966999999997,122.087
14.08,12.25,37.58,5.2,205.1,1.25,240.1,2019-11-07 01:01:51,28.042966999999997,122.087
14.04,12.25,37.33,7.36,196.6,1.25,239.2,2019-11-07 01:02:00,28.041083,122.08333300000001
13.88,12.25,36.48,7.56,188.2,1.25,235.4,2019-11-07 01:03:00,28.039183,122.07966699999999
13.8,12.25,36.48,7.67,209.1,1.25,234.5,2019-11-07 01:04:00,28.037133,122.076167
13.77,12.25,36.48,6.89,198.4,1.25,230.2,2019-11-07 01:05:00,28.034983,122.072833
13.7,12.25,33.22,7.15,209.7,1.25,230.1,2019-11-07 01:06:00,28.0327,122.0695
13.72,12.25,30.0,6.28,223.2,1.25,230.4,2019-11-07 01:07:00,28.029066999999998,122.06475
13.69,12.25,31.0,5.09,245.6,1.25,227.1,2019-11-07 01:08:00,28.0254,122.06
13.59,12.25,33.22,7.87,225.6,1.25,225.1,2019-11-07 01:09:00,28.022866999999998,122.057
13.47,12.25,32.6,3.86,239.1,1.25,219.6,2019-11-07 01:10:00,28.020066999999997,122.05433300000001
13.37,12.25,32.6,5.3,279.6,1.25,218.7,2019-11-07 01:11:00,28.017317,122.051667
13.24,12.25,30.0,5.66,261.9,1.25,215.0,2019-11-07 01:12:00,28.014383000000002,122.049333
13.23,12.25,31.0,6.48,249.6,1.25,215.2,2019-11-07 01:13:00,28.011367,122.04700000000001
13.39,12.25,32.0,3.65,259.0,1.25,215.3,2019-11-07 01:14:00,28.008333,122.04466699999999
13.44,12.25,31.0,2.16,264.0,1.25,217.9,2019-11-07 01:15:00,28.005316999999998,122.04233300000001
13.58,12.25,33.0,3.86,257.8,1.25,220.0,2019-11-07 01:16:00,28.002383000000002,122.039667
13.68,12.25,31.0,5.3,246.5,1.25,220.2,2019-11-07 01:17:00,27.999533000000003,122.037
13.76,12.25,35.69,4.99,256.1,1.25,220.2,2019-11-07 01:18:00,27.996616999999997,122.034333
13.78,12.25,35.69,3.65,241.1,1.25,223.5,2019-11-07 01:19:00,27.993667,122.0315
13.81,12.25,33.0,5.09,256.2,1.25,225.5,2019-11-07 01:20:00,27.9909,122.028667
13.91,12.25,35.69,5.45,234.6,1.25,230.3,2019-11-07 01:21:00,27.988366999999997,122.0255
13.77,12.25,33.0,5.66,251.9,1.25,230.6,2019-11-07 01:22:00,27.985833000000003,122.022167
13.92,12.25,36.48,6.28,230.4,1.25,230.6,2019-11-07 01:23:00,27.983417,122.01899999999999
13.81,12.25,35.69,4.99,232.1,1.25,225.3,2019-11-07 01:24:00,27.98085,122.015833
13.7,12.25,33.87,4.17,274.2,1.25,219.9,2019-11-07 01:25:00,27.978067,122.01299999999999
13.69,12.25,33.87,4.68,245.6,1.25,220.3,2019-11-07 01:26:00,27.975183,122.010333
13.72,12.25,30.0,6.17,254.0,1.25,220.3,2019-11-07 01:27:00,27.972267,122.007667
13.58,12.25,33.87,4.78,257.5,1.25,216.5,2019-11-07 01:28:00,27.9693,122.005
13.57,12.25,33.87,5.97,286.1,1.25,214.2,2019-11-07 01:29:00,27.96623300000001,122.00266699999999
13.74,12.25,33.87,5.66,263.9,1.25,214.2,2019-11-07 01:30:00,27.9631,122.00016699999999
13.74,12.25,33.87,5.66,263.9,1.25,214.2,2019-11-07 01:30:19,27.9631,122.00016699999999
13.77,12.25,35.69,4.06,268.0,1.42,214.4,2019-11-07 01:31:00,27.959916999999997,121.99783300000001
13.78,12.25,35.69,3.76,274.6,1.42,214.5,2019-11-07 01:32:00,27.956767,121.9955
13.82,12.25,36.48,6.17,265.3,1.42,214.2,2019-11-07 01:33:00,27.953567,121.99316699999999
13.85,12.25,35.69,5.56,266.6,1.42,214.2,2019-11-07 01:34:00,27.950416999999998,121.99083300000001
13.89,12.25,36.48,6.28,286.7999999999999,1.42,214.4,2019-11-07 01:35:00,27.947217,121.98833300000001
13.93,12.25,36.48,6.38,301.1,1.42,214.5,2019-11-07 01:36:00,27.94400000000001,121.986
13.97,12.25,35.69,5.45,271.0,1.42,215.0,2019-11-07 01:37:00,27.940766999999997,121.983667
13.94,12.25,36.48,8.08,266.9,1.42,215.4,2019-11-07 01:38:00,27.93755,121.981333
13.86,12.25,35.69,5.86,257.5,1.42,215.6,2019-11-07 01:39:00,27.934366999999998,121.97883300000001
13.87,12.25,36.48,6.79,256.0,1.42,215.6,2019-11-07 01:40:00,27.931216999999997,121.9765
13.8,12.25,36.48,6.58,263.0,1.42,215.8,2019-11-07 01:41:00,27.92803300000001,121.97399999999999
13.8,12.25,35.69,5.56,263.5,1.42,216.1,2019-11-07 01:42:00,27.924867,121.9715
13.7,12.25,33.87,5.3,271.4,1.42,212.8,2019-11-07 01:43:00,27.921683,121.969167
13.55,12.25,33.87,4.78,294.4,1.42,211.9,2019-11-07 01:44:00,27.918433,121.96683300000001
13.61,12.25,34.34,1.85,265.9,1.42,210.9,2019-11-07 01:45:00,27.915133,121.96483300000001
13.59,12.25,33.87,5.35,259.1,1.42,211.4,2019-11-07 01:46:00,27.911866999999997,121.962667
13.58,12.25,33.87,4.37,260.4,1.42,212.2,2019-11-07 01:47:00,27.908566999999998,121.9605
13.64,12.25,33.87,4.99,267.7,1.42,212.6,2019-11-07 01:48:00,27.90525,121.95816699999999
13.57,12.25,33.87,5.56,294.2,1.42,210.4,2019-11-07 01:49:00,27.901967,121.956
13.59,12.25,34.34,1.7,290.2000000000001,1.42,208.2,2019-11-07 01:50:00,27.898633,121.954
13.54,12.25,33.87,3.09,281.6,1.42,207.3,2019-11-07 01:51:00,27.89528300000001,121.95216699999999
13.55,12.25,33.87,4.78,296.6,1.42,207.7,2019-11-07 01:52:00,27.89185,121.950167
13.67,12.25,33.87,3.86,288.4,1.42,208.6,2019-11-07 01:53:00,27.88843300000001,121.948167
13.65,12.25,33.87,5.35,293.1,1.42,208.8,2019-11-07 01:54:00,27.885033,121.94616699999999
13.68,12.25,33.87,4.78,314.7999999999999,1.42,208.9,2019-11-07 01:55:00,27.881633,121.944167
13.76,12.25,35.69,3.86,293.1,1.42,208.7,2019-11-07 01:56:00,27.878233,121.94200000000001
13.78,12.25,35.69,3.19,306.0,1.42,208.6,2019-11-07 01:57:00,27.874883,121.94
13.8,12.25,35.69,4.37,313.6,1.42,206.1,2019-11-07 01:58:00,27.871483,121.93799999999999
13.68,12.25,34.34,1.7,303.3,1.42,203.6,2019-11-07 01:59:00,27.868000000000002,121.936167
13.63,12.25,34.34,2.47,297.9,1.42,201.8,2019-11-07 02:00:00,27.864533,121.93466699999999
13.63,12.25,33.87,3.5,297.1,1.42,200.8,2019-11-07 02:01:00,27.861,121.933167
13.63,12.25,33.87,3.5,297.1,1.42,200.8,2019-11-07 02:01:04,27.861,121.933167
13.59,12.25,33.87,5.595,306.8,1.42,200.5,2019-11-07 02:02:00,27.857483000000002,121.93166699999999
13.64,12.25,34.34,2.47,297.1,1.42,200.3,2019-11-07 02:03:00,27.854,121.930333
13.69,12.25,33.87,5.855,324.7000000000001,1.42,200.1,2019-11-07 02:04:00,27.850483,121.929
13.72,12.25,33.87,3.4,286.7,1.42,200.1,2019-11-07 02:05:00,27.846983,121.9275
13.63,12.25,33.87,3.5,349.2,1.42,196.8,2019-11-07 02:06:00,27.843517,121.92616699999999
13.39,12.25,32.48,6.06,351.1,1.42,194.9,2019-11-07 02:07:00,27.839966999999998,121.92516699999999
13.38,12.25,32.6,5.65,235.6,1.42,195.0,2019-11-07 02:08:00,27.836516999999997,121.924167
13.44,12.25,32.6,5.545,268.6,1.42,195.5,2019-11-07 02:09:00,27.832983000000002,121.92316699999999
13.35,12.25,32.6,5.805,2.5,1.42,195.2,2019-11-07 02:10:00,27.829466999999998,121.92216699999999
13.36,12.25,32.48,6.01,3.7000000000000175,1.42,195.1,2019-11-07 02:11:00,27.82595,121.921
13.33,12.25,32.6,5.52,22.299999999999986,1.42,195.3,2019-11-07 02:12:00,27.8224,121.92
13.35,12.25,32.6,5.65,146.70000000000005,1.42,195.4,2019-11-07 02:13:00,27.818866999999997,121.919
13.31,12.25,32.27,1.7,79.90000000000003,1.42,192.2,2019-11-07 02:14:00,27.8154,121.91799999999999
13.16,12.25,30.03,5.545,159.70000000000005,1.42,192.1,2019-11-07 02:15:00,27.811867,121.91733300000001
13.22,12.25,30.0,2.57,315.9,1.42,197.8,2019-11-07 02:16:00,27.8084,121.91633300000001
13.19,12.25,29.0,1.85,311.1,1.42,200.2,2019-11-07 02:17:00,27.805,121.915
13.37,12.25,32.6,4.27,313.2,1.42,200.5,2019-11-07 02:18:00,27.8016,121.91366699999999
13.41,12.25,32.27,2.26,316.2,1.42,200.5,2019-11-07 02:19:00,27.798183,121.912333
13.39,12.25,32.48,6.1099999999999985,316.9,1.42,200.5,2019-11-07 02:20:00,27.794817,121.911
13.4,12.25,32.6,5.855,310.2999999999999,1.42,200.3,2019-11-07 02:21:00,27.7914,121.909667
13.39,12.25,35.0,4.37,13.5,1.42,197.8,2019-11-07 02:22:00,27.788,121.90833300000001
13.19,12.25,30.03,5.75,29.699999999999992,1.42,187.8,2019-11-07 02:23:00,27.784533000000003,121.90733300000001
12.9,12.25,29.28,3.55,34.5,1.42,181.4,2019-11-07 02:24:00,27.78105,121.90700000000001
12.8,12.25,28.0,5.66,37.700000000000024,1.42,180.7,2019-11-07 02:25:00,27.777583,121.90700000000001
12.86,12.25,28.0,6.58,40.80000000000001,1.42,180.2,2019-11-07 02:26:00,27.77415,121.90700000000001
12.91,12.25,28.0,5.954999999999999,35.5,1.42,182.2,2019-11-07 02:27:00,27.770616999999998,121.90700000000001
