FOC,PERC
[[24.21465]],37.44,35.324116
[[40.26908]],41.76,3.5702043
[[26.314013]],34.56,23.85992
[[29.83113]],27.36,9.031902
[[30.25159]],30.24,0.038329888
[[23.619514]],23.04,2.5152497
[[38.01908]],33.12,14.791915
[[30.100214]],36.0,16.388294
[[32.7311]],31.68,3.3178594
[[26.256664]],27.36,4.032662
[[31.082405]],33.12,6.1521554
[[20.179838]],17.28,16.781466
[[10.774197]],14.4,25.17919
[[24.828249]],23.04,7.761493
[[24.956297]],20.16,23.791157
[[28.450163]],25.92,9.761431
[[32.260612]],28.8,12.016019
[[28.979704]],27.36,5.919968
[[25.68335]],14.4,78.3566
[[37.74198]],36.0,4.8388376
[[32.64978]],34.56,5.52726
[[32.96866]],36.0,8.420393
[[33.15081]],34.56,4.0775204
[[34.36285]],36.0,4.5476384
[[29.74426]],23.04,29.09835
[[-4.7014666]],1.44,426.49072
[[22.583712]],17.28,30.692772
[[33.286995]],30.24,10.076042
[[33.917233]],30.24,12.160161
[[36.137596]],34.56,4.5647993
[[31.796595]],27.36,16.21562
[[25.760225]],23.04,11.806529
[[31.467293]],34.56,8.948809
[[18.300272]],15.84,15.53202
[[17.66411]],25.92,31.851425
[[29.650314]],17.28,71.58746
[[31.610115]],34.56,8.53555
[[32.806934]],41.76,21.439331
[[24.028915]],18.72,28.359594
[[32.555927]],28.8,13.041417
[[34.371796]],31.68,8.496828
[[29.857592]],27.36,9.128622
[[32.459415]],36.0,9.834957
[[14.838736]],14.4,3.0467777
[[32.678192]],33.12,1.3339577
[[35.168133]],33.12,6.1839795
[[18.861689]],34.56,45.423355
[[29.846592]],25.92,15.148889
[[9.585686]],5.76,66.418144
[[32.90089]],28.8,14.239205
[[32.5457]],28.8,13.005906
[[18.883099]],18.72,0.87125695
[[30.477053]],27.36,11.392735
[[24.58257]],17.28,42.26023
[[33.144676]],33.12,0.07450869
[[33.056095]],30.24,9.312485
[[28.803625]],28.8,0.012589825
[[25.896383]],30.24,14.3638115
[[8.54665]],4.32,97.83911
[[39.01072]],34.56,12.878235
[[18.521389]],18.72,1.0609525
[[33.960304]],31.68,7.1979294
[[35.774338]],33.12,8.014309
[[19.376017]],25.92,25.24685
[[41.18563]],41.76,1.3754013
[[32.191135]],28.8,11.774778
[[31.411694]],44.64,29.6333
[[33.781837]],31.68,6.6345873
[[21.46531]],23.04,6.8345995
[[35.10166]],34.56,1.5673041
[[15.428397]],15.84,2.5985036
[[29.314392]],36.0,18.571133
[[28.531614]],30.24,5.6494226
[[31.421429]],31.68,0.81619835
[[29.874212]],33.12,9.800081
[[33.782288]],34.56,2.250329
[[16.754827]],18.72,10.497713
[[24.618523]],15.84,55.419964
[[21.180986]],25.92,18.283232
[[36.74285]],33.12,10.938564
[[30.10922]],28.8,4.5459075
[[30.2226]],34.56,12.550348
[[33.222084]],33.12,0.30822802
[[33.247463]],27.36,21.518503
[[23.52027]],20.16,16.668003
[[22.444603]],17.28,29.887745
[[31.010294]],44.64,30.532494
[[39.97391]],40.32,0.8583542
[[25.885534]],21.6,19.840435
[[38.907852]],40.32,3.5023499
[[32.46411]],33.12,1.9803369
[[40.444077]],37.44,8.023713
[[20.40553]],14.4,41.705082
[[30.137976]],25.92,16.273054
[[31.721836]],40.32,21.32481
[[20.115606]],21.6,6.8721952
[[29.187906]],28.8,1.3468995
[[30.347904]],34.56,12.18778
[[24.827803]],25.92,4.2137246
[[29.167276]],40.32,27.660524
[[29.471592]],30.24,2.5410311
[[32.065815]],38.88,17.5262
[[30.080309]],31.68,5.049531
[[37.74994]],34.56,9.230143
[[35.289944]],33.12,6.5517654
[[30.498844]],27.36,11.472381
[[35.772858]],33.12,8.00984
[[34.706043]],27.36,26.849571
[[9.321973]],4.32,115.7864
[[22.99921]],34.56,33.45136
[[9.712359]],5.76,68.61734
[[33.743805]],28.8,17.165993
[[36.675823]],36.0,1.8772867
[[35.384384]],33.12,6.836912
[[33.433624]],38.88,14.00817
[[28.52598]],36.0,20.761166
[[26.626104]],21.6,23.269
[[9.543032]],4.32,120.9035
[[38.79975]],40.32,3.7704575
[[24.161139]],15.84,52.53244
[[19.459976]],15.84,22.853384
[[30.3543]],31.68,4.1846614
[[26.434433]],21.6,22.381632
[[10.1621895]],5.76,76.426895
[[25.907097]],17.28,49.925323
[[27.300884]],27.36,0.21606858
[[30.435467]],27.36,11.240739
[[36.616257]],33.12,10.5563345
[[17.806911]],28.8,38.170444
[[30.992071]],31.68,2.1714935
[[31.723818]],28.8,10.152148
[[33.267765]],27.36,21.592707
[[31.23136]],34.56,9.631486
[[33.207336]],34.56,3.913961
[[23.618803]],36.0,34.392212
[[30.547255]],21.6,41.42247
[[25.233376]],17.28,46.026474
[[32.640945]],27.36,19.301699
[[8.891026]],5.76,54.358078
[[28.011585]],31.68,11.579594
[[25.964611]],17.28,50.25816
[[34.756542]],18.72,85.6653
[[29.839764]],25.92,15.122545
