FOC,PERC
[[29.999594]],27.36,9.647635
[[26.330765]],23.04,14.282828
[[25.810535]],38.88,33.61488
[[23.90806]],36.0,33.588722
[[21.782444]],27.36,20.385807
[[33.830223]],36.0,6.027158
[[16.756681]],17.28,3.0284677
[[26.940205]],20.16,33.63197
[[33.3614]],40.32,17.25843
[[23.663723]],28.8,17.834291
[[39.153763]],40.32,2.8924527
[[21.146946]],15.84,33.503445
[[18.977419]],15.84,19.806936
[[20.168633]],25.92,22.18892
[[27.47266]],33.12,17.051144
[[23.88879]],34.56,30.877346
[[26.183712]],33.12,20.942896
[[24.578426]],33.12,25.789774
[[30.637148]],34.56,11.350848
[[25.004282]],27.36,8.610083
[[24.123692]],36.0,32.989746
[[30.057346]],23.04,30.457228
[[7.2716265]],1.44,404.97403
[[22.32801]],15.84,40.959663
[[30.958103]],40.32,23.21899
[[25.349405]],20.16,25.741096
[[40.76455]],28.8,41.543575
[[31.838726]],27.36,16.36961
[[31.367199]],28.8,8.913888
[[29.39458]],31.68,7.214077
[[25.436089]],17.28,47.19958
[[2.980507]],15.84,81.18366
[[35.119278]],28.8,21.94194
[[32.47284]],37.44,13.266985
[[27.457367]],34.56,20.551603
[[20.84974]],15.84,31.62714
[[18.347588]],5.76,218.5345
[[23.580688]],37.44,37.01739
[[25.049812]],25.92,3.3572059
[[29.954823]],33.12,9.556692
[[26.173042]],21.6,21.17149
[[32.032757]],38.88,17.611225
[[35.396904]],33.12,6.8747134
[[25.389765]],21.6,17.545206
[[10.069609]],12.96,22.302402
[[32.21776]],38.88,17.135399
[[25.825703]],23.04,12.090719
[[28.065445]],20.16,39.213516
[[26.486712]],15.84,67.21408
[[-0.49595678]],2.88,117.220726
[[6.271699]],5.76,8.883658
[[35.904694]],33.12,8.407894
[[20.693533]],27.36,24.365744
[[16.637495]],5.76,188.84538
[[36.40692]],33.12,9.924283
[[25.16605]],20.16,24.831598
[[24.900177]],33.12,24.818304
[[25.397581]],23.04,10.232553
[[21.203533]],21.6,1.8354963
[[16.357185]],5.76,183.9789
[[22.115065]],17.28,27.980694
[[33.911285]],34.56,1.8770715
[[9.714095]],18.72,48.108463
[[25.397308]],23.04,10.231369
[[3.451879]],2.88,19.856907
[[29.96175]],23.04,30.04231
[[25.06121]],43.2,41.98794
[[34.02594]],33.12,2.7353292
[[25.880863]],28.8,10.135889
[[19.784115]],18.72,5.684378
[[22.277845]],7.2,209.41454
[[25.550102]],31.68,19.349426
[[27.338612]],36.0,24.059412
[[32.50242]],31.68,2.596017
[[16.320793]],5.76,183.34709
[[24.330994]],31.68,23.19762
[[25.740158]],54.72,52.96024
[[27.33612]],31.68,13.711741
[[39.597145]],27.36,44.726406
[[26.540699]],20.16,31.650293
[[23.291182]],34.56,32.606537
[[26.339958]],31.68,16.856194
[[31.978195]],24.48,30.629885
[[19.535664]],14.4,35.664333
[[21.75362]],17.28,25.889
[[34.520115]],27.36,26.170006
[[15.878258]],14.4,10.265682
[[22.925049]],14.4,59.20173
[[34.41646]],33.12,3.91443
[[24.063751]],21.6,11.406254
[[29.778366]],31.68,6.002633
[[11.712227]],18.72,37.43468
[[35.390427]],30.24,17.031836
[[24.703022]],31.68,22.02329
[[7.04815]],4.32,63.151615
[[16.755152]],15.84,5.7774725
[[22.419806]],18.72,19.763924
[[27.322939]],17.28,58.118855
[[6.1071587]],14.4,57.589172
[[20.561108]],25.92,20.67474
[[25.475494]],17.28,47.427624
[[30.555756]],21.6,41.46183
[[25.432568]],28.8,11.6924715
[[36.08668]],36.0,0.24078158
[[23.134644]],28.8,19.671375
[[27.775467]],25.92,7.158437
[[24.850231]],30.24,17.823309
[[44.173397]],34.56,27.816538
[[25.21656]],37.44,32.648075
[[18.757713]],14.4,30.261902
[[23.076685]],37.44,38.363552
[[3.166349]],5.76,45.028667
[[32.13256]],30.24,6.258469
[[30.377483]],27.36,11.028811
[[35.841934]],28.8,24.451164
[[20.822456]],17.28,20.500322
[[29.510235]],30.24,2.4132438
[[33.86264]],31.68,6.8896465
[[22.609049]],31.68,28.633053
[[14.555293]],4.32,236.92805
[[21.460606]],27.36,21.562117
[[35.97689]],38.88,7.4668474
[[21.918442]],15.84,38.374
[[36.37219]],37.44,2.852057
[[22.746933]],21.6,5.309873
[[32.509323]],38.88,16.385489
[[34.432053]],27.36,25.84814
[[25.753746]],36.0,28.461817
[[32.966057]],25.92,27.18386
[[29.992973]],34.56,13.214781
[[28.77112]],27.36,5.1576004
[[22.665577]],23.04,1.6251041
[[32.07347]],31.68,1.2420163
[[34.136574]],33.12,3.0693686
[[24.472956]],33.12,26.108223
[[25.276558]],50.4,49.8481
[[22.558794]],14.4,56.6583
[[24.638206]],31.68,22.227884
[[31.599218]],28.8,9.719511
[[28.43902]],34.56,17.711172
[[-0.64663994]],1.44,144.90555
[[34.317947]],33.12,3.6169941
[[32.81569]],34.56,5.0471997
[[26.435429]],20.16,31.12812
[[30.322224]],27.36,10.8268385
[[24.055534]],7.2,234.10463
[[28.610062]],25.92,10.3783245
[[25.352547]],21.6,17.372898
[[24.46718]],36.0,32.03561
[[29.613926]],31.68,6.5216994
[[24.094536]],31.68,23.944016
[[20.870934]],20.16,3.5264566
[[27.123137]],47.52,42.922695
[[29.977009]],27.36,9.565088
[[30.451336]],38.88,21.678665
[[25.047066]],21.6,15.958635
[[33.762924]],31.68,6.5748863
[[25.125061]],34.56,27.300173
[[24.384888]],34.56,29.441877
[[19.747355]],15.84,24.66764
[[20.536312]],21.6,4.924483
[[27.297077]],33.12,17.581285
[[21.82889]],21.6,1.0596734
[[23.512814]],36.0,34.686626
[[29.001474]],36.0,19.440348
[[35.67536]],34.56,3.2273154
[[25.503418]],33.12,22.996923
[[16.394848]],14.4,13.853113
[[30.176407]],31.68,4.746191
[[30.54798]],27.36,11.651969
[[24.693275]],27.36,9.746802
[[32.71651]],33.12,1.2182614
[[20.318913]],15.84,28.27596
[[26.819073]],28.8,6.878217
[[25.043465]],27.36,8.466871
[[24.92419]],33.12,24.7458
[[24.17765]],37.44,35.42294
[[24.875765]],27.36,9.079809
[[22.656113]],17.28,31.11176
[[12.154018]],18.72,35.074688
[[34.979797]],34.56,1.2146875
[[33.875153]],33.12,2.2800534
[[27.468178]],31.68,13.294893
