FOC,PERC
[[18.813087]],37.44,49.75137
[[34.299583]],41.76,17.864979
[[27.0428]],34.56,21.751158
[[28.407495]],27.36,3.8285632
[[23.148762]],30.24,23.449862
[[22.169102]],23.04,3.7799444
[[35.82615]],33.12,8.170743
[[29.494246]],36.0,18.071539
[[30.280293]],31.68,4.4182696
[[30.147278]],27.36,10.187416
[[26.585392]],33.12,19.730095
[[22.904789]],17.28,32.550858
[[10.78912]],14.4,25.075554
[[23.614655]],23.04,2.4941561
[[23.82946]],20.16,18.201689
[[27.61995]],25.92,6.5584464
[[32.67428]],28.8,13.452358
[[28.023232]],27.36,2.4240894
[[15.855884]],14.4,10.110306
[[29.21244]],36.0,18.854332
[[26.375198]],34.56,23.682877
[[27.05569]],36.0,24.845304
[[33.38488]],34.56,3.4002352
[[26.314379]],36.0,26.904503
[[25.281576]],23.04,9.729059
[[-3.5829678]],1.44,348.8172
[[22.916649]],17.28,32.61949
[[31.16309]],30.24,3.0525463
[[28.719595]],30.24,5.027794
[[32.25465]],34.56,6.670576
[[28.106802]],27.36,2.7295372
[[25.684671]],23.04,11.478604
[[26.142551]],34.56,24.356047
[[16.700386]],15.84,5.4317293
[[12.071766]],25.92,53.42683
[[29.812675]],17.28,72.527054
[[32.09719]],34.56,7.1261873
[[27.227129]],41.76,34.800934
[[23.861715]],18.72,27.46643
[[23.728626]],28.8,17.608934
[[31.89081]],31.68,0.66543466
[[28.865078]],27.36,5.5010138
[[32.307552]],36.0,10.2568
[[16.964602]],14.4,17.809734
[[31.827496]],33.12,3.9024858
[[42.673866]],33.12,28.84622
[[22.193615]],34.56,35.782368
[[28.522812]],25.92,10.041712
[[0.25951242]],5.76,95.494576
[[23.26785]],28.8,19.208849
[[27.710821]],28.8,3.7818685
[[21.65447]],18.72,15.675594
[[29.063654]],27.36,6.226803
[[18.021706]],17.28,4.292274
[[32.54805]],33.12,1.7268993
[[24.120743]],30.24,20.235638
[[28.11549]],28.8,2.3767684
[[26.872696]],30.24,11.135264
[[-0.8509159]],4.32,119.69713
[[31.082281]],34.56,10.062847
[[21.102829]],18.72,12.728791
[[30.802238]],31.68,2.7707129
[[30.421522]],33.12,8.147575
[[21.833527]],25.92,15.765717
[[36.16909]],41.76,13.388189
[[23.83646]],28.8,17.234512
[[31.058949]],44.64,30.423502
[[31.97883]],31.68,0.9432766
[[25.60278]],23.04,11.12317
[[30.049507]],34.56,13.051198
[[13.622128]],15.84,14.001721
[[31.53274]],36.0,12.409057
[[28.019863]],30.24,7.3417215
[[30.4607]],31.68,3.8488042
[[32.951675]],33.12,0.5082232
[[32.952126]],34.56,4.652418
[[16.263016]],18.72,13.124913
[[19.09277]],15.84,20.53516
[[17.311966]],25.92,33.21001
[[28.091866]],33.12,15.181562
[[29.103355]],28.8,1.05332
[[31.42833]],34.56,9.06155
[[27.918766]],33.12,15.7042055
[[25.236609]],27.36,7.760936
[[20.960495]],20.16,3.9707103
[[20.771105]],17.28,20.203148
[[26.252693]],44.64,41.190205
[[34.097946]],40.32,15.43168
[[25.896393]],21.6,19.890705
[[33.453712]],40.32,17.029482
[[27.333736]],33.12,17.4706
[[32.318283]],37.44,13.679796
[[16.556181]],14.4,14.973482
[[29.929825]],25.92,15.470002
[[31.480566]],40.32,21.923199
[[21.472767]],21.6,0.589044
[[28.482018]],28.8,1.1041032
[[23.556887]],34.56,31.837713
[[20.669308]],25.92,20.2573
[[31.265575]],40.32,22.45641
[[25.01807]],30.24,17.268286
[[30.520227]],38.88,21.501474
[[25.537086]],31.68,19.39051
[[27.192205]],34.56,21.318853
[[30.12125]],33.12,9.0541935
[[28.784935]],27.36,5.208093
[[30.668003]],33.12,7.4033694
[[28.210617]],27.36,3.1089783
[[6.5228267]],4.32,50.991352
[[19.977757]],34.56,42.193993
[[10.725191]],5.76,86.201225
[[31.945591]],28.8,10.922194
[[28.452364]],36.0,20.965654
[[33.495712]],33.12,1.1344002
[[27.893269]],38.88,28.258055
[[27.028786]],36.0,24.92004
[[16.438633]],21.6,23.89522
[[7.1419735]],4.32,65.323456
[[33.287346]],40.32,17.442099
[[17.48205]],15.84,10.366476
[[12.063426]],15.84,23.842009
[[25.836588]],31.68,18.445114
[[26.228802]],21.6,21.429636
[[8.099433]],5.76,40.61515
[[22.65593]],17.28,31.110699
[[27.120543]],27.36,0.87521225
[[29.51625]],27.36,7.8810306
[[31.544437]],33.12,4.7571306
[[20.389957]],28.8,29.201534
[[26.456661]],31.68,16.487812
[[29.010328]],28.8,0.73030925
[[34.389175]],27.36,25.69143
[[25.269817]],34.56,26.881319
[[32.29817]],34.56,6.5446563
[[20.865578]],36.0,42.040062
[[21.131258]],21.6,2.1701035
[[23.387367]],17.28,35.343555
[[34.08807]],27.36,24.590897
[[11.107756]],5.76,92.84297
[[28.845516]],31.68,8.947235
[[19.602596]],17.28,13.440946
[[31.50092]],18.72,68.27415
[[29.326351]],25.92,13.141787
[[26.14329]],36.0,27.379751
[[21.683643]],18.72,15.831431
[[-0.2650175]],5.76,104.601
[[26.875391]],36.0,25.346136
[[26.461048]],27.36,3.285645
[[16.934052]],17.28,2.0020206
[[26.216316]],31.68,17.246477
[[23.91855]],20.16,18.643604
[[15.143393]],15.84,4.397775
[[27.452423]],18.72,46.647564
[[35.04754]],40.32,13.076541
[[30.543423]],30.24,1.0033827
[[30.844982]],34.56,10.749476
[[18.056423]],27.36,34.004303
[[21.031206]],17.28,21.708363
[[28.819693]],27.36,5.335131
[[24.251982]],33.12,26.775414
[[33.355087]],38.88,14.210169
