FOC,PERC
[[15.367629]],37.44,58.953976
[[35.55792]],41.76,14.851724
[[25.338657]],34.56,26.682129
[[28.602674]],27.36,4.5419364
[[22.917332]],30.24,24.215172
[[21.035448]],23.04,8.700315
[[36.959698]],33.12,11.593294
[[29.38768]],36.0,18.367556
[[32.017265]],31.68,1.0645992
[[32.48455]],27.36,18.73008
[[24.398762]],33.12,26.33224
[[23.5998]],17.28,36.572914
[[10.777051]],14.4,25.159365
[[22.58485]],23.04,1.97548
[[23.547207]],20.16,16.801622
[[24.948708]],25.92,3.7472703
[[31.031376]],28.8,7.7478356
[[25.58738]],27.36,6.478878
[[27.040026]],14.4,87.77796
[[34.689777]],36.0,3.6395073
[[25.328768]],34.56,26.710745
[[25.420843]],36.0,29.386547
[[35.653076]],34.56,3.1628323
[[25.997421]],36.0,27.78494
[[23.925465]],23.04,3.8431585
[[-3.7020888]],1.44,357.0895
[[23.661432]],17.28,36.92958
[[31.2361]],30.24,3.29398
[[28.486027]],30.24,5.800175
[[33.392155]],34.56,3.379186
[[25.3737]],27.36,7.2598734
[[23.842012]],23.04,3.4809525
[[24.587345]],34.56,28.856066
[[16.898533]],15.84,6.682656
[[18.832138]],25.92,27.345148
[[29.323357]],17.28,69.69534
[[28.94958]],34.56,16.23386
[[25.460869]],41.76,39.030483
[[30.75422]],18.72,64.28536
[[32.07551]],28.8,11.373295
[[31.737366]],31.68,0.1810777
[[25.976166]],27.36,5.0578756
[[28.9607]],36.0,19.553614
[[17.992893]],14.4,24.950651
[[28.613026]],33.12,13.608011
[[45.32473]],33.12,36.850037
[[23.461168]],34.56,32.114677
[[28.529057]],25.92,10.0658045
[[4.0901465]],5.76,28.990513
[[32.400665]],28.8,12.502313
[[33.53679]],28.8,16.447186
[[22.491644]],18.72,20.147675
[[29.440323]],27.36,7.603517
[[24.959381]],17.28,44.440857
[[29.255829]],33.12,11.667181
[[32.642113]],30.24,7.9434953
[[25.564232]],28.8,11.235304
[[24.760845]],30.24,18.118896
[[2.680739]],4.32,37.94586
[[36.617825]],34.56,5.9543495
[[21.934101]],18.72,17.169348
[[30.611668]],31.68,3.372262
[[31.939388]],33.12,3.5646458
[[29.075985]],25.92,12.175868
[[37.01306]],41.76,11.367187
[[31.516376]],28.8,9.431866
[[28.208942]],44.64,36.807926
[[32.191387]],31.68,1.6142262
[[25.912092]],23.04,12.465673
[[31.208458]],34.56,9.697752
[[20.967194]],15.84,32.368645
[[28.973934]],36.0,19.51685
[[25.586037]],30.24,15.390089
[[27.227379]],31.68,14.054992
[[35.14337]],33.12,6.109217
[[35.07051]],34.56,1.4771686
[[16.485905]],18.72,11.934266
[[26.255627]],15.84,65.75522
[[18.236778]],25.92,29.642061
[[33.83452]],33.12,2.1573658
[[26.888144]],28.8,6.638388
[[35.252594]],34.56,2.0040295
[[27.970825]],33.12,15.547022
[[32.701706]],27.36,19.523777
[[27.875834]],20.16,38.272987
[[20.963526]],17.28,21.316696
[[24.408215]],44.64,45.322098
[[35.436104]],40.32,12.112837
[[24.039738]],21.6,11.29508
[[34.72381]],40.32,13.879444
[[27.317936]],33.12,17.518307
[[32.534927]],37.44,13.101153
[[23.587196]],14.4,63.799976
[[29.908112]],25.92,15.386232
[[31.082567]],40.32,22.9103
[[25.75251]],21.6,19.22458
[[26.126038]],28.8,9.28459
[[23.738098]],34.56,31.313377
[[28.795837]],25.92,11.095052
[[31.82088]],40.32,21.079163
[[30.670204]],30.24,1.4226336
[[30.470287]],38.88,21.629923
[[23.935722]],31.68,24.445322
[[34.71128]],34.56,0.43772987
[[31.65961]],33.12,4.4093847
[[26.505314]],27.36,3.123855
[[31.78659]],33.12,4.0259914
[[28.573719]],27.36,4.4361053
[[16.867159]],4.32,290.44348
[[25.47621]],34.56,26.284119
[[18.587269]],5.76,222.69563
[[26.179995]],28.8,9.097239
[[34.25532]],36.0,4.846329
[[35.627426]],33.12,7.5707345
[[25.830433]],38.88,33.5637
[[27.361914]],36.0,23.994684
[[27.4799]],21.6,27.22176
[[7.342313]],4.32,69.96094
[[34.402336]],40.32,14.676745
[[24.37034]],15.84,53.85316
[[15.489409]],15.84,2.2133253
[[24.06866]],31.68,24.025694
[[24.218445]],21.6,12.122428
[[8.434863]],5.76,46.43859
[[28.153946]],17.28,62.92792
[[23.848568]],27.36,12.834184
[[24.90173]],27.36,8.984908
[[32.672306]],33.12,1.3517296
[[21.481592]],28.8,25.411135
[[24.456509]],31.68,22.801426
[[24.761398]],28.8,14.02292
[[32.93212]],27.36,20.365936
[[25.400898]],34.56,26.502033
[[29.05949]],34.56,15.915831
[[26.249615]],36.0,27.084404
[[30.42852]],21.6,40.872776
[[24.130936]],17.28,39.646614
[[32.37725]],27.36,18.337902
[[23.526419]],5.76,308.44476
[[27.188719]],31.68,14.177025
[[28.213371]],17.28,63.27182
[[31.762533]],18.72,69.67166
[[29.391762]],25.92,13.394143
[[25.12002]],36.0,30.222166
[[21.90808]],18.72,17.030342
[[3.364753]],5.76,41.584152
[[33.237553]],36.0,7.673465
[[23.566536]],27.36,13.865002
[[23.547735]],17.28,36.27161
[[24.36133]],31.68,23.101864
[[24.297009]],20.16,20.520876
[[22.288486]],15.84,40.71014
[[27.579615]],18.72,47.327007
[[36.147957]],40.32,10.347328
[[30.232883]],30.24,0.023532797
[[33.03638]],34.56,4.408624
[[19.512463]],27.36,28.682522
[[21.236969]],17.28,22.89912
[[26.523952]],27.36,3.0557313
[[24.427906]],33.12,26.244244
[[34.85649]],38.88,10.348534
[[26.967503]],40.32,33.116314
[[28.921515]],37.44,22.752363
[[21.663687]],21.6,0.2948443
