FOC,PERC
[[25.61884]],27.36,6.3638935
[[27.274492]],23.04,18.378868
[[27.168875]],38.88,30.12121
[[20.38065]],36.0,43.387085
[[23.270985]],27.36,14.945232
[[27.780365]],36.0,22.83232
[[15.044445]],17.28,12.937243
[[22.54127]],20.16,11.811852
[[29.31075]],40.32,27.304688
[[26.722654]],28.8,7.213003
[[34.30001]],40.32,14.930529
[[9.689319]],15.84,38.83006
[[15.751198]],15.84,0.5606208
[[22.919926]],25.92,11.574361
[[28.46954]],33.12,14.041242
[[20.541014]],34.56,40.564198
[[27.583721]],33.12,16.715816
[[23.83502]],33.12,28.034357
[[27.516806]],34.56,20.379616
[[23.767344]],27.36,13.131057
[[24.010075]],36.0,33.305347
[[22.407398]],23.04,2.7456713
[[-1.8636694]],1.44,229.42148
[[21.55487]],15.84,36.078728
[[21.897175]],40.32,45.69153
[[26.815027]],20.16,33.011047
[[31.170397]],28.8,8.230548
[[24.638493]],27.36,9.947032
[[25.397831]],28.8,11.813085
[[30.123417]],31.68,4.9134574
[[27.550087]],17.28,59.433365
[[4.813016]],15.84,69.6148
[[29.111584]],28.8,1.0818905
[[32.363644]],37.44,13.558641
[[26.462355]],34.56,23.43069
[[19.890743]],15.84,25.572872
[[9.254696]],5.76,60.671795
[[23.462162]],37.44,37.333965
[[25.089436]],25.92,3.2043383
[[26.15701]],33.12,21.023521
[[26.67879]],21.6,23.51291
[[31.51789]],38.88,18.935467
[[31.447208]],33.12,5.050696
[[22.678156]],21.6,4.991461
[[10.862925]],12.96,16.181139
[[29.447498]],38.88,24.260551
[[21.320572]],23.04,7.4627995
[[21.801071]],20.16,8.140235
[[27.059528]],15.84,70.83036
[[-0.6996316]],2.88,124.29277
[[-0.59683275]],5.76,110.36169
[[32.92366]],33.12,0.59281
[[22.703094]],27.36,17.020855
[[4.61866]],5.76,19.814934
[[29.761295]],33.12,10.141013
[[17.334446]],20.16,14.015645
[[24.291935]],33.12,26.654783
[[20.112112]],23.04,12.70785
[[20.28128]],21.6,6.1051846
[[4.4128323]],5.76,23.388332
[[17.617626]],17.28,1.9538512
[[31.371305]],34.56,9.22655
[[1.3218281]],18.72,92.93895
[[23.439949]],23.04,1.7358859
[[-0.6363346]],2.88,122.094955
[[29.896965]],23.04,29.761127
[[24.760344]],43.2,42.68439
[[32.56214]],33.12,1.6843524
[[25.561096]],28.8,11.246192
[[13.098529]],18.72,30.029222
[[7.9902906]],7.2,10.976262
[[26.26706]],31.68,17.086304
[[21.835411]],36.0,39.34608
[[28.3818]],31.68,10.410987
[[4.295067]],5.76,25.432869
[[23.480247]],31.68,25.883059
[[25.847584]],54.72,52.76392
[[28.507763]],31.68,10.013375
[[36.22322]],27.36,32.39481
[[27.150082]],20.16,34.673027
[[22.659817]],34.56,34.433403
[[26.397217]],31.68,16.675453
[[24.882662]],24.48,1.6448623
[[16.587008]],14.4,15.187555
[[17.746092]],17.28,2.6972868
[[30.058643]],27.36,9.863461
[[16.244818]],14.4,12.811237
[[21.285206]],14.4,47.813934
[[29.870594]],33.12,9.811006
[[12.6125555]],21.6,41.60854
[[30.29478]],31.68,4.372536
[[3.4273598]],18.72,81.69145
[[32.265682]],30.24,6.698685
[[23.994688]],31.68,24.259193
[[7.611003]],4.32,76.18062
[[5.124878]],15.84,67.64597
[[19.485136]],18.72,4.087269
[[19.755718]],17.28,14.327068
[[3.4885163]],14.4,75.77419
[[22.593452]],25.92,12.833902
[[21.484615]],17.28,24.33226
[[22.402935]],21.6,3.71729
[[27.136635]],28.8,5.775571
[[34.672092]],36.0,3.688632
[[23.459845]],28.8,18.542204
[[29.003832]],25.92,11.897499
[[25.976006]],30.24,14.10051
[[31.600489]],34.56,8.563404
[[26.896019]],37.44,28.16234
[[12.810721]],14.4,11.036654
[[19.840176]],37.44,47.008076
[[-1.2630346]],5.76,121.92769
[[27.964663]],30.24,7.524263
[[29.090855]],27.36,6.326221
[[29.20225]],28.8,1.3967024
[[19.812838]],17.28,14.657621
[[26.753305]],30.24,11.530074
[[29.031563]],31.68,8.359966
[[19.226871]],31.68,39.309116
[[9.441713]],4.32,118.55817
[[19.457054]],27.36,28.885036
[[34.655605]],38.88,10.865215
[[14.764256]],15.84,6.7913165
[[35.34146]],37.44,5.605068
[[21.53143]],21.6,0.31745875
[[33.14142]],38.88,14.759728
[[30.842434]],27.36,12.728192
[[27.371967]],36.0,23.966759
[[28.74229]],25.92,10.888466
[[25.032825]],34.56,27.567059
[[18.629808]],27.36,31.908596
[[21.459236]],23.04,6.860958
[[28.500643]],31.68,10.035851
[[27.703285]],33.12,16.354813
[[23.56772]],33.12,28.841421
[[25.170399]],50.4,50.058735
[[16.442]],14.4,14.180554
[[23.926674]],31.68,24.473883
[[20.626625]],28.8,28.37977
[[29.160337]],34.56,15.624027
[[-0.7502174]],1.44,152.09843
[[27.45345]],33.12,17.109148
[[30.73841]],34.56,11.057842
[[22.613354]],20.16,12.169414
[[31.12488]],27.36,13.760524
[[9.945551]],7.2,38.132656
[[25.993652]],25.92,0.28415227
[[23.115372]],21.6,7.0156074
[[24.688442]],36.0,31.420994
[[30.540005]],31.68,3.598471
[[26.224022]],31.68,17.222155
[[19.882984]],20.16,1.3740857
[[28.116688]],47.52,40.831886
[[26.69283]],27.36,2.438492
[[21.997158]],38.88,43.42295
[[21.578846]],21.6,0.097937055
[[27.249136]],31.68,13.986313
[[24.675215]],34.56,28.601814
[[24.16344]],34.56,30.08264
[[16.058998]],15.84,1.3825628
[[22.145569]],21.6,2.52578
[[25.040352]],33.12,24.395071
[[21.228195]],21.6,1.7213203
[[23.02309]],36.0,36.04697
[[28.881199]],36.0,19.774446
[[30.27242]],34.56,12.406193
[[26.34428]],33.12,20.458088
[[19.863983]],14.4,37.944332
[[26.037874]],31.68,17.809742
[[27.453203]],27.36,0.34065273
[[24.183167]],27.36,11.611235
[[32.114265]],33.12,3.036635
[[17.078701]],15.84,7.8200808
[[27.722483]],28.8,3.7413769
[[27.200518]],27.36,0.58290553
[[25.013912]],33.12,24.474901
[[23.939165]],37.44,36.059917
[[26.714092]],27.36,2.360776
[[15.777332]],17.28,8.695997
[[4.09696]],18.72,78.114525
[[28.683666]],34.56,17.003284
[[28.206593]],33.12,14.835164
[[28.353886]],31.68,10.499099
[[28.131931]],31.68,11.199713
[[32.774364]],33.12,1.0435823
[[29.132912]],36.0,19.075245
[[26.817772]],27.36,1.98183
[[-0.9317654]],1.44,164.70592
[[26.257612]],27.36,4.029197
[[30.137218]],28.8,4.6431227
[[25.045568]],34.56,27.530188
[[19.273819]],15.84,21.678148
[[30.310284]],31.68,4.323601
[[31.145557]],33.12,5.961478
[[13.521782]],12.96,4.334737
[[26.284508]],33.12,20.638561
[[38.75842]],33.12,17.024216
[[20.283964]],17.28,17.384048
[[31.830168]],31.68,0.47401348
[[27.257175]],18.72,45.604576
[[30.125893]],37.44,19.53554
[[10.281341]],5.76,78.49549
[[22.18198]],21.6,2.6943507
[[22.635574]],20.16,12.279635
[[25.516808]],28.8,11.399972
[[32.411972]],31.68,2.3105168
[[22.937462]],20.16,13.777094
[[27.913052]],43.2,35.386456
[[25.164547]],25.92,2.9145567
[[24.56588]],28.8,14.701804
[[29.273924]],31.68,7.594938
[[21.707039]],27.36,20.66141
[[26.454964]],37.44,29.340372
[[22.257341]],38.88,42.753754
[[29.52591]],36.0,17.983585
[[3.5093238]],5.76,39.07424
[[35.243523]],38.88,9.353082
[[37.288914]],33.12,12.587303
[[22.856823]],25.92,11.817813
[[30.624489]],30.24,1.2714585
[[27.946362]],25.92,7.817753
[[27.268036]],27.36,0.33612835
[[30.609253]],33.12,7.5807548
[[27.15971]],27.36,0.73205656
[[20.095016]],17.28,16.2906
[[-0.6220648]],1.44,143.19894
[[34.493332]],36.0,4.1851892
[[18.512484]],20.16,8.172204
[[26.94986]],28.8,6.424096
[[26.444908]],27.36,3.344636
[[16.434776]],14.4,14.130394
[[27.572037]],28.8,4.2637587
[[29.626122]],36.0,17.70522
[[30.665531]],28.8,6.4775414
[[19.375969]],20.16,3.8890421
[[19.920067]],21.6,7.7774706
[[26.85665]],31.68,15.2252245
[[17.36689]],15.84,9.639456
[[31.637684]],31.68,0.13357462
[[30.453953]],33.12,8.049657
[[33.752663]],40.32,16.288038
[[30.091637]],36.0,16.41212
[[33.57304]],36.0,6.7415557
[[18.242718]],17.28,5.571279
[[27.75898]],34.56,19.678883
[[15.77501]],14.4,9.548684
[[30.079615]],30.24,0.5303741
[[20.604439]],18.72,10.06645
[[22.275776]],24.48,9.004182
[[26.62513]],36.0,26.041306
[[27.94902]],27.36,2.15285
[[29.22549]],31.68,7.747821
[[22.918764]],31.68,27.655416
[[27.12106]],34.56,21.524715
[[18.387365]],18.72,1.776891
[[24.94072]],28.8,13.400277
[[29.139668]],40.32,27.728998
[[31.581306]],36.0,12.274149
[[25.501514]],38.88,34.409687
[[34.567535]],38.88,11.091732
[[29.856915]],38.88,23.207525
[[27.444944]],25.92,5.8832726
[[26.279007]],25.92,1.3850574
[[25.51866]],54.72,53.36502
[[34.393303]],33.12,3.844517
[[26.124153]],28.8,9.291133
[[31.824322]],36.0,11.599107
[[31.43396]],33.12,5.0906973
[[23.679214]],17.28,37.032486
[[27.635574]],27.36,1.007214
[[30.096237]],30.24,0.4754054
[[24.615698]],27.36,10.030346
[[16.529396]],14.4,14.787476
[[23.93123]],33.12,27.743868
[[32.69506]],27.36,19.499489
[[25.362823]],27.36,7.2996235
[[22.17271]],15.84,39.979233
[[27.192394]],38.88,30.060717
[[24.9923]],36.0,30.576944
[[26.642986]],34.56,22.90803
[[21.657135]],14.4,50.396774
[[21.28182]],38.88,45.26281
[[25.916687]],36.0,28.009203
[[39.145332]],30.24,29.448853
[[20.931946]],20.16,3.829097
[[13.19331]],20.16,34.556995
[[21.44368]],23.04,6.928477
[[25.184422]],38.88,35.225254
[[21.606297]],37.44,42.29087
[[26.047794]],37.44,30.427896
[[28.018124]],28.8,2.714846
[[27.885391]],20.16,38.320396
[[-5.5124345]],5.76,195.70198
[[32.07823]],33.12,3.145432
[[23.551846]],34.56,31.852303
[[12.793303]],11.52,11.052969
[[28.236546]],31.68,10.869492
[[20.358398]],18.72,8.752132
[[-0.67716503]],7.2,109.40507
[[25.396671]],33.12,23.319227
