FOC,PERC
[[31.55228]],27.36,15.3226595
[[26.22505]],23.04,13.823997
[[25.805462]],38.88,33.62793
[[24.722782]],36.0,31.325605
[[21.976784]],27.36,19.675499
[[28.618454]],36.0,20.504293
[[16.945602]],17.28,1.9351751
[[23.480549]],20.16,16.470978
[[27.17654]],40.32,32.597866
[[25.027168]],28.8,13.100108
[[35.08077]],40.32,12.994125
[[10.879795]],15.84,31.314426
[[19.01479]],15.84,20.042862
[[21.587517]],25.92,16.714828
[[27.888336]],33.12,15.796083
[[24.902168]],34.56,27.94512
[[26.417217]],33.12,20.237867
[[24.478907]],33.12,26.090256
[[31.042675]],34.56,10.177448
[[24.137836]],27.36,11.776916
[[22.781723]],36.0,36.717434
[[29.528166]],23.04,28.160439
[[2.3836346]],1.44,65.53017
[[19.034212]],15.84,20.16548
[[31.671543]],40.32,21.449545
[[25.76942]],20.16,27.824509
[[39.136307]],28.8,35.889957
[[25.303493]],27.36,7.516474
[[31.758379]],28.8,10.272152
[[29.892971]],31.68,5.6408753
[[26.139645]],17.28,51.271088
[[6.2011504]],15.84,60.85132
[[38.533417]],28.8,33.79659
[[32.975685]],37.44,11.923914
[[27.349497]],34.56,20.863728
[[27.363125]],15.84,72.747
[[10.378668]],5.76,80.185196
[[22.444265]],37.44,40.052708
[[26.236742]],25.92,1.2219982
[[29.90324]],33.12,9.712436
[[31.42138]],21.6,45.469345
[[31.74834]],38.88,18.342749
[[32.43756]],33.12,2.0605009
[[25.89956]],21.6,19.905373
[[10.98177]],12.96,15.264124
[[32.639137]],38.88,16.051603
[[22.381945]],23.04,2.8561468
[[22.921349]],20.16,13.697166
[[25.27564]],15.84,59.568436
[[-0.25579125]],2.88,108.88164
[[7.1882076]],5.76,24.795267
[[32.683323]],33.12,1.3184663
[[21.406658]],27.36,21.759293
[[6.6644225]],5.76,15.701776
[[30.770222]],33.12,7.094738
[[17.683182]],20.16,12.285804
[[25.060307]],33.12,24.334822
[[27.007248]],23.04,17.218954
[[26.970028]],21.6,24.861238
[[6.0562596]],5.76,5.143392
[[23.193165]],17.28,34.219696
[[33.79914]],34.56,2.2015636
[[10.864374]],18.72,41.96381
[[25.755768]],23.04,11.787182
[[-0.14844733]],2.88,105.15442
[[29.8344]],23.04,29.48958
[[25.073576]],43.2,41.959316
[[33.529404]],33.12,1.2361256
[[26.812336]],28.8,6.9016085
[[12.059814]],18.72,35.57791
[[9.544023]],7.2,32.555874
[[24.821781]],31.68,21.648418
[[23.656103]],36.0,34.288605
[[34.571564]],31.68,9.12741
[[5.9525757]],5.76,3.3433237
[[24.020271]],31.68,24.178438
[[28.737196]],54.72,47.483196
[[27.676247]],31.68,12.638111
[[35.80269]],27.36,30.857777
[[26.041515]],20.16,29.174185
[[22.081985]],34.56,36.105366
[[33.29881]],31.68,5.109876
[[25.741318]],24.48,5.152444
[[19.424671]],14.4,34.893555
[[22.63618]],17.28,30.996412
[[34.427917]],27.36,25.833029
[[15.904161]],14.4,10.445569
[[23.398987]],14.4,62.492966
[[31.598394]],33.12,4.594217
[[13.791916]],21.6,36.14854
[[30.357212]],31.68,4.175468
