FOC,PERC
[[29.34546]],27.36,7.256799
[[26.870266]],23.04,16.624413
[[26.41491]],38.88,32.06042
[[24.229391]],36.0,32.696136
[[22.041561]],27.36,19.43874
[[32.20572]],36.0,10.53967
[[26.153093]],17.28,51.34891
[[26.426033]],20.16,31.081512
[[32.70261]],40.32,18.892336
[[25.838236]],28.8,10.283901
[[34.369263]],40.32,14.758773
[[16.863947]],15.84,6.46431
[[27.730984]],15.84,75.069336
[[22.011768]],25.92,15.078054
[[27.262596]],33.12,17.685396
[[24.522543]],34.56,29.04357
[[25.727352]],33.12,22.320793
[[27.043642]],33.12,18.346489
[[33.12604]],34.56,4.1491895
[[24.058266]],27.36,12.067744
[[25.432407]],36.0,29.354424
[[26.6077]],23.04,15.484805
[[-1.734615]],1.44,220.45937
[[23.77201]],15.84,50.075825
[[20.57555]],40.32,48.96937
[[26.292564]],20.16,30.419466
[[34.255417]],28.8,18.942423
[[28.74887]],27.36,5.0762796
[[28.791056]],28.8,0.03105402
[[29.097845]],31.68,8.150743
[[26.457687]],17.28,53.111614
[[4.4408054]],15.84,71.96461
[[32.23897]],28.8,11.940877
[[32.001938]],37.44,14.524735
[[24.85865]],34.56,28.071037
[[20.906609]],15.84,31.986164
[[13.586834]],5.76,135.88252
[[24.866415]],37.44,33.58329
[[31.908287]],25.92,23.102959
[[35.218704]],33.12,6.336671
[[26.13036]],21.6,20.973885
[[32.169067]],38.88,17.260632
[[35.462296]],33.12,7.0721517
[[27.183235]],21.6,25.848309
[[16.93534]],12.96,30.673927
[[28.413422]],38.88,26.920214
[[25.061295]],23.04,8.772975
[[25.580082]],20.16,26.885328
[[26.705826]],15.84,68.59738
[[-0.33645695]],2.88,111.68253
[[12.877104]],5.76,123.56082
[[33.83046]],33.12,2.1451108
[[21.639881]],27.36,20.906868
[[13.81427]],5.76,139.83107
[[33.828518]],33.12,2.1392481
[[21.835892]],20.16,8.312956
[[27.65929]],33.12,16.487648
[[23.95642]],23.04,3.9775171
[[21.06387]],21.6,2.4820876
[[13.592044]],5.76,135.97298
[[22.391197]],17.28,29.578682
[[33.489624]],34.56,3.0971565
[[11.269093]],18.72,39.801853
[[27.803577]],23.04,20.675245
[[-0.23476857]],2.88,108.15169
[[27.058613]],23.04,17.44189
[[27.557768]],43.2,36.20887
[[33.681946]],33.12,1.6966995
[[28.60516]],28.8,0.676526
[[15.999922]],18.72,14.53033
[[17.597084]],7.2,144.40395
[[25.753807]],31.68,18.706419
[[26.056433]],36.0,27.62102
[[31.535702]],31.68,0.45548785
[[13.513275]],5.76,134.60547
[[26.768978]],31.68,15.501965
[[29.01051]],54.72,46.98372
[[27.04904]],31.68,14.61793
[[36.852585]],27.36,34.695114
[[26.789066]],20.16,32.882275
[[24.553371]],34.56,28.954369
[[29.597198]],31.68,6.5745006
[[29.622908]],24.48,21.008612
[[27.343094]],14.4,89.8826
[[22.413647]],17.28,29.708597
[[29.36288]],27.36,7.320468
[[26.813484]],14.4,86.20476
[[25.121367]],14.4,74.45394
[[34.585983]],33.12,4.4262815
[[20.610462]],21.6,4.581195
[[29.384445]],31.68,7.2460704
[[12.709301]],18.72,32.108433
[[33.176216]],30.24,9.70971
[[27.327267]],31.68,13.739689
[[20.642982]],4.32,377.8468
[[14.044251]],15.84,11.336798
[[23.684902]],18.72,26.521917
[[24.811735]],17.28,43.586426
[[8.31888]],14.4,42.23
[[21.336136]],25.92,17.68466
[[25.078955]],17.28,45.132835
[[27.991066]],21.6,29.588266
[[26.365084]],28.8,8.454568
[[36.25148]],36.0,0.6985558
[[29.370522]],28.8,1.9809803
[[28.603899]],25.92,10.3545475
[[25.383694]],30.24,16.059214
[[35.011272]],34.56,1.3057611
[[24.489054]],37.44,34.5912
[[16.38761]],14.4,13.802847
[[24.008385]],37.44,35.87504
[[3.0627089]],5.76,46.827972
[[31.414127]],30.24,3.882697
[[29.705017]],27.36,8.570966
[[32.226143]],28.8,11.896333
[[23.225254]],17.28,34.405403
[[29.013054]],30.24,4.0573606
[[31.954288]],31.68,0.8658086
[[23.659796]],31.68,25.316301
[[15.400527]],4.32,256.49365
[[21.895077]],27.36,19.974136
[[36.042606]],38.88,7.297826
[[20.789381]],15.84,31.24609
[[37.01129]],37.44,1.1450511
[[24.773836]],21.6,14.693684
[[33.285572]],38.88,14.388964
[[31.898855]],27.36,16.58938
[[26.066446]],36.0,27.593204
[[31.577625]],25.92,21.82726
[[32.912735]],34.56,4.7663956
[[21.096806]],27.36,22.891794
[[24.704247]],23.04,7.223288
[[31.68459]],31.68,0.0144857345
[[34.43705]],33.12,3.9766033
[[26.82705]],33.12,19.000452
[[28.296345]],50.4,43.85646
[[21.819305]],14.4,51.522957
[[27.08601]],31.68,14.501232
[[27.90707]],28.8,3.1004484
[[28.662117]],34.56,17.065638
[[-0.3709398]],1.44,125.7597
[[30.727264]],33.12,7.2244406
[[32.092216]],34.56,7.140581
[[26.183243]],20.16,29.877197
[[30.911768]],27.36,12.981606
[[10.757446]],7.2,49.40898
[[28.668592]],25.92,10.604137
[[27.548454]],21.6,27.539137
[[26.312855]],36.0,26.908737
[[29.392374]],31.68,7.221042
[[23.881474]],31.68,24.616562
[[20.814156]],20.16,3.24482
[[27.496586]],47.52,42.136814
[[30.219254]],27.36,10.450485
[[20.861004]],38.88,46.345158
[[25.060629]],21.6,16.021427
[[31.141577]],31.68,1.6995692
[[28.004528]],34.56,18.968382
[[26.355186]],34.56,23.740784
[[28.455452]],15.84,79.643005
[[21.352707]],21.6,1.1448772
[[24.652073]],33.12,25.56741
[[25.121933]],21.6,16.305244
[[24.197994]],36.0,32.78335
[[28.371235]],36.0,21.191015
[[35.68286]],34.56,3.249016
[[25.809418]],33.12,22.073011
[[22.391026]],14.4,55.493237
[[30.030558]],31.68,5.206574
[[30.63731]],27.36,11.97847
[[29.592648]],27.36,8.160259
[[32.725063]],33.12,1.1924385
[[21.970612]],15.84,38.703354
[[27.193657]],28.8,5.5775776
[[26.224825]],27.36,4.149034
[[27.015503]],33.12,18.43145
[[25.903778]],37.44,30.812555
[[25.984568]],27.36,5.0271673
[[18.538483]],17.28,7.2828813
[[13.254665]],18.72,29.19516
[[35.125816]],34.56,1.637196
[[34.085464]],33.12,2.9150531
[[27.128506]],31.68,14.367092
[[31.471214]],31.68,0.65904677
[[34.592495]],33.12,4.445942
[[28.6254]],36.0,20.484999
[[26.157812]],27.36,4.3939633
[[-0.53853923]],1.44,137.39856
[[25.47361]],27.36,6.8947024
[[29.519047]],28.8,2.496693
[[35.060432]],34.56,1.4480065
[[23.472073]],15.84,48.182278
[[35.02623]],31.68,10.562593
[[31.85294]],33.12,3.8256624
[[26.081718]],12.96,101.247826
[[29.725834]],33.12,10.248083
[[37.29074]],33.12,12.592821
[[23.63484]],17.28,36.775692
[[33.602386]],31.68,6.068138
[[26.176052]],18.72,39.82934
[[31.379366]],37.44,16.187588
[[15.485344]],5.76,168.84277
[[21.092205]],21.6,2.3509042
[[30.709846]],20.16,52.33059
[[24.926102]],28.8,13.451034
[[31.738316]],31.68,0.184076
[[26.466152]],20.16,31.280518
[[27.330322]],43.2,36.735363
[[33.286278]],25.92,28.419281
[[29.40016]],28.8,2.0838912
[[27.926807]],31.68,11.847199
[[21.196068]],27.36,22.528994
[[24.786156]],37.44,33.797657
[[21.008423]],38.88,45.965992
[[29.002163]],36.0,19.438437
