FOC,PERC
[[16.124828]],37.44,56.93155
[[35.252075]],41.76,15.584108
[[27.44217]],34.56,20.59558
[[28.815588]],27.36,5.3201294
[[23.158016]],30.24,23.419258
[[26.503284]],23.04,15.031612
[[36.98004]],33.12,11.654718
[[29.329216]],36.0,18.529957
[[32.576355]],31.68,2.8294022
[[29.192974]],27.36,6.6994643
[[26.602428]],33.12,19.678656
[[27.056755]],17.28,56.578438
[[11.585669]],14.4,19.543966
[[21.38569]],23.04,7.1801653
[[24.559973]],20.16,21.825262
[[25.757666]],25.92,0.62629026
[[33.16849]],28.8,15.168376
[[26.180107]],27.36,4.312476
[[17.547567]],14.4,21.85811
[[28.896421]],36.0,19.732162
[[24.46694]],34.56,29.204458
[[26.68367]],36.0,25.878695
[[34.76922]],34.56,0.60537344
[[26.815437]],36.0,25.512674
[[23.550188]],23.04,2.2143538
[[-2.591936]],1.44,279.99557
[[27.097466]],17.28,56.814034
[[33.251038]],30.24,9.957135
[[29.173403]],30.24,3.5271063
[[33.260475]],34.56,3.760203
[[26.370789]],27.36,3.615541
[[24.455029]],23.04,6.1416125
[[25.90765]],34.56,25.03574
[[16.844036]],15.84,6.3386106
[[11.266773]],25.92,56.53251
[[29.968586]],17.28,73.42931
[[27.89941]],34.56,19.272543
[[25.606297]],41.76,38.682236
[[23.632973]],18.72,26.244518
[[25.75856]],28.8,10.560553
[[32.37615]],31.68,2.1974366
[[25.3735]],27.36,7.260598
[[27.033438]],36.0,24.907118
[[18.699997]],14.4,29.861092
[[27.383396]],33.12,17.320662
[[33.32859]],33.12,0.62980515
[[24.26204]],34.56,29.797342
[[28.523348]],25.92,10.043779
[[0.12067318]],5.76,97.90498
[[25.523237]],28.8,11.377646
[[29.942245]],28.8,3.9661329
[[23.354872]],18.72,24.758934
[[29.594727]],27.36,8.167858
[[17.827976]],17.28,3.1711545
[[27.700024]],33.12,16.36466
[[26.471706]],30.24,12.4612875
[[24.747288]],28.8,14.071915
[[24.443653]],30.24,19.167814
[[-0.9996619]],4.32,123.14032
[[30.798138]],34.56,10.885022
[[22.734888]],18.72,21.447056
[[31.19696]],31.68,1.524747
[[31.181152]],33.12,5.854006
[[27.758884]],25.92,7.0944614
[[36.892612]],41.76,11.655619
[[25.579243]],28.8,11.183183
[[27.466995]],44.64,38.46999
[[32.551483]],31.68,2.7508926
[[27.20612]],23.04,18.082111
[[30.382526]],34.56,12.087601
[[12.830385]],15.84,19.000093
[[31.653728]],36.0,12.072977
[[24.63703]],30.24,18.528341
[[27.42315]],31.68,13.43703
[[34.11468]],33.12,3.003268
[[32.73059]],34.56,5.293433
[[16.830526]],18.72,10.093339
[[18.94049]],15.84,19.573803
[[17.085098]],25.92,34.085266
[[27.744102]],33.12,16.231573
[[25.6659]],28.8,10.882292
[[31.504917]],34.56,8.839943
[[28.229834]],33.12,14.764993
[[26.95279]],27.36,1.4883454
[[20.685257]],20.16,2.605442
[[21.056728]],17.28,21.856062
[[24.034885]],44.64,46.15841
[[35.081253]],40.32,12.992923
[[24.438324]],21.6,13.140387
[[34.353577]],40.32,14.797676
[[27.674356]],33.12,16.442158
[[33.39241]],37.44,10.810867
[[15.773744]],14.4,9.539889
[[30.764706]],25.92,18.690994
[[31.490297]],40.32,21.899063
[[22.397793]],21.6,3.6934834
[[25.09359]],28.8,12.869477
[[26.184301]],34.56,24.235243
[[18.439533]],25.92,28.859827
[[32.161484]],40.32,20.234415
[[26.711895]],30.24,11.667013
[[30.701054]],38.88,21.036386
[[23.377817]],31.68,26.206387
[[28.5935]],34.56,17.264181
[[30.867395]],33.12,6.801339
[[27.316193]],27.36,0.1601169
[[31.411]],33.12,5.160023
[[28.541199]],27.36,4.3172445
[[6.7468486]],4.32,56.177044
[[21.177307]],34.56,38.723072
[[9.614902]],5.76,66.92536
[[32.418297]],28.8,12.563534
[[28.098375]],36.0,21.948957
[[33.38636]],33.12,0.80423087
[[25.939016]],38.88,33.284424
[[27.58507]],36.0,23.374805
[[18.493883]],21.6,14.380172
[[7.756753]],4.32,79.55446
[[34.131325]],40.32,15.348896
[[17.26598]],15.84,9.002397
[[11.78414]],15.84,25.60518
[[23.446026]],31.68,25.991081
[[24.598763]],21.6,13.883157
[[8.562742]],5.76,48.658714
[[24.215431]],17.28,40.135593
[[24.898094]],27.36,8.998196
[[30.112318]],27.36,10.05964
[[32.42135]],33.12,2.1094515
[[22.46838]],28.8,21.98479
[[24.348293]],31.68,23.143015
[[29.506992]],28.8,2.4548373
[[34.60849]],27.36,26.493015
[[25.572676]],34.56,26.004992
[[27.490667]],34.56,20.455248
[[22.032677]],36.0,38.798122
[[22.828262]],21.6,5.686398
[[27.504929]],17.28,59.172035
[[34.465958]],27.36,25.972065
[[13.23389]],5.76,129.75502
[[29.234375]],31.68,7.7197766
[[21.270603]],17.28,23.093763
[[31.42447]],18.72,67.86577
[[30.071129]],25.92,16.015158
[[24.233807]],36.0,32.68387
[[21.998665]],18.72,17.514238
[[-0.30791712]],5.76,105.34579
[[29.164555]],36.0,18.987349
[[24.409153]],27.36,10.785261
[[17.954565]],17.28,3.9037287
[[24.078747]],31.68,23.993856
[[24.090668]],20.16,19.49736
[[14.385704]],15.84,9.181162
[[27.711494]],18.72,48.031494
[[35.8826]],40.32,11.005458
[[30.98596]],30.24,2.4667997
[[30.398567]],34.56,12.041186
[[19.127659]],27.36,30.088966
[[21.351814]],17.28,23.563736
[[25.398743]],27.36,7.1683397
[[24.493385]],33.12,26.04654
[[34.860466]],38.88,10.33831
[[27.141832]],40.32,32.68395
[[27.242043]],37.44,27.23813
[[28.13038]],21.6,30.23324
[[27.143215]],30.24,10.240689
[[28.725416]],30.24,5.0085435
[[25.553432]],38.88,34.276154
[[27.319517]],27.36,0.14796591
[[26.738663]],36.0,25.725937
[[35.817886]],38.88,7.875809
[[20.785133]],20.16,3.1008606
[[20.966248]],15.84,32.36267
[[15.47909]],20.16,23.2188
[[36.72907]],38.88,5.532233
[[20.201101]],17.28,16.904516
[[24.95941]],34.56,27.77949
[[20.717747]],20.16,2.7666016
[[34.63608]],43.2,19.823887
[[18.54549]],23.04,19.507425
[[13.6558695]],12.96,5.369363
[[18.444529]],24.48,24.654703
[[26.592934]],27.36,2.8036072
[[29.145397]],21.6,34.932392
[[29.975937]],24.48,22.450724
[[28.952784]],21.6,34.04066
[[33.927437]],37.44,9.381843
[[23.637903]],17.28,36.793415
[[17.398365]],20.16,13.6985855
[[29.548246]],21.6,36.797436
[[25.94935]],33.12,21.650509
[[24.77317]],20.16,22.882792
[[24.092793]],28.8,16.34447
[[31.14961]],28.8,8.158373
[[31.045149]],28.8,7.7956586
[[25.26429]],27.36,7.6597614
[[19.984268]],15.84,26.163307
[[21.205708]],27.36,22.493761
