FOC,PERC
[[13.077399]],27.36,52.202488
[[27.180687]],23.04,17.971727
[[26.19883]],38.88,32.61618
[[19.53869]],36.0,45.725857
[[22.544157]],27.36,17.601767
[[31.949615]],36.0,11.251068
[[15.580158]],17.28,9.83705
[[21.672962]],20.16,7.504774
[[31.437675]],40.32,22.029573
[[27.430143]],28.8,4.7564445
[[33.854126]],40.32,16.036392
[[14.200387]],15.84,10.351093
[[16.57641]],15.84,4.649054
[[22.588257]],25.92,12.853948
[[30.0849]],33.12,9.163947
[[20.027437]],34.56,42.050243
[[28.789454]],33.12,13.075319
[[29.184347]],33.12,11.883007
[[29.138851]],34.56,15.686197
[[26.716984]],27.36,2.3502076
[[29.024836]],36.0,19.375458
[[23.338327]],23.04,1.2948198
[[-0.39509875]],1.44,127.437416
[[20.721]],15.84,30.814398
[[29.077332]],40.32,27.883602
[[26.803873]],20.16,32.955723
[[31.688608]],28.8,10.029893
[[14.31175]],27.36,47.69097
[[30.153553]],28.8,4.6998396
[[31.484388]],31.68,0.617462
[[26.735077]],17.28,54.716873
[[9.85249]],15.84,37.799934
[[19.041647]],28.8,33.88317
[[33.481224]],37.44,10.57365
[[27.862392]],34.56,19.379654
[[18.651917]],15.84,17.751997
[[10.895586]],5.76,89.15947
[[28.738594]],37.44,23.24093
[[26.078825]],25.92,0.6127505
[[27.960562]],33.12,15.578011
[[26.887173]],21.6,24.47765
[[34.378273]],38.88,11.578518
[[32.347305]],33.12,2.333012
[[9.223907]],21.6,57.296722
[[14.788733]],12.96,14.110591
[[29.216124]],38.88,24.855652
[[20.702785]],23.04,10.144164
[[25.49912]],20.16,26.483736
[[27.09591]],15.84,71.06003
[[-0.4379586]],2.88,115.206894
[[12.402546]],5.76,115.32197
[[29.316507]],33.12,11.483973
[[21.742151]],27.36,20.533075
[[4.760589]],5.76,17.350887
[[18.922083]],33.12,42.868103
[[19.326283]],20.16,4.135503
[[29.838772]],33.12,9.907087
[[21.02329]],23.04,8.753082
[[24.31601]],21.6,12.574117
[[3.8919911]],5.76,32.43071
[[17.856539]],17.28,3.336447
[[33.41868]],34.56,3.3024392
[[2.5776868]],18.72,86.23031
[[9.409809]],23.04,59.158813
[[-8.745276]],2.88,403.65543
[[23.7602]],23.04,3.1258662
[[30.109734]],43.2,30.301544
[[34.5625]],33.12,4.3553777
[[31.079449]],28.8,7.9147553
[[14.2481365]],18.72,23.888157
[[-3.3922157]],7.2,147.1141
[[25.110771]],31.68,20.736202
[[24.06089]],36.0,33.164196
[[15.762115]],31.68,50.24585
[[3.8785172]],5.76,32.664635
[[28.98259]],31.68,8.514553
[[31.44236]],54.72,42.53955
[[29.871927]],31.68,5.707301
[[39.656113]],27.36,44.94193
[[26.895226]],20.16,33.408855
[[28.097408]],34.56,18.699633
[[31.065123]],31.68,1.9409018
[[11.81889]],24.48,51.72022
[[16.312832]],14.4,13.283558
[[18.533169]],17.28,7.25213
[[32.556038]],27.36,18.991365
[[16.570393]],14.4,15.072174
[[22.251837]],14.4,54.52665
[[30.82016]],33.12,6.9439583
[[-0.3362894]],21.6,101.5569
[[31.474892]],31.68,0.6474389
[[5.175151]],18.72,72.35496
[[29.147463]],30.24,3.6128867
[[29.587402]],31.68,6.6054225
[[7.5430074]],4.32,74.60664
[[4.36649]],15.84,72.433784
[[18.918713]],18.72,1.0615027
[[22.312843]],17.28,29.125246
[[12.986156]],14.4,9.818356
[[1.4497528]],25.92,94.40682
[[22.010399]],17.28,27.374989
[[8.872635]],21.6,58.92299
[[26.822495]],28.8,6.866336
[[36.804043]],36.0,2.2334523
[[24.26157]],28.8,15.758435
[[29.310543]],25.92,13.080798
[[24.858246]],30.24,17.796806
[[29.678719]],34.56,14.124082
[[28.054605]],37.44,25.067823
[[26.119667]],14.4,81.38658
[[19.123081]],37.44,48.92339
[[11.993761]],5.76,108.22501
[[15.185662]],30.24,49.782864
[[31.560589]],27.36,15.353027
[[19.200144]],28.8,33.332832
[[20.32666]],17.28,17.63113
[[27.575191]],30.24,8.812197
[[17.414764]],31.68,45.029156
[[18.423622]],31.68,41.844627
[[8.335941]],4.32,92.96159
[[17.149265]],27.36,37.31994
[[37.265507]],38.88,4.152506
[[13.985041]],15.84,11.710603
[[37.54933]],37.44,0.29202202
[[22.801477]],21.6,5.5623937
[[32.036327]],38.88,17.602041
[[28.988491]],27.36,5.952085
[[27.711124]],36.0,23.024654
[[15.383238]],25.92,40.65109
[[26.792309]],34.56,22.475962
[[16.304722]],27.36,40.40672
[[22.652122]],23.04,1.6835
[[15.529232]],31.68,50.98096
[[28.818161]],33.12,12.988642
[[28.872768]],33.12,12.823764
[[30.856445]],50.4,38.776894
[[16.171022]],14.4,12.29877
[[29.27658]],31.68,7.5865517
[[20.41576]],28.8,29.111942
[[28.860529]],34.56,16.491528
[[-0.5862338]],1.44,140.7107
[[32.29681]],33.12,2.4854734
[[33.038094]],34.56,4.4036684
[[22.50909]],20.16,11.652235
[[31.46786]],27.36,15.014103
[[7.225199]],7.2,0.34999186
[[25.311539]],25.92,2.347459
[[8.729627]],21.6,59.585064
[[30.096046]],36.0,16.39987
[[31.751673]],31.68,0.22623877
[[27.856344]],31.68,12.069622
[[21.125523]],20.16,4.7892995
[[26.87514]],47.52,43.444572
[[13.265968]],27.36,51.51327
[[25.626095]],38.88,34.089264
[[22.656086]],21.6,4.889285
[[32.463516]],31.68,2.4732194
[[30.162899]],34.56,12.723097
[[29.765438]],34.56,13.873157
[[17.446325]],15.84,10.140942
[[21.562323]],21.6,0.1744341
[[27.736774]],33.12,16.253698
[[21.55267]],21.6,0.21912432
[[20.115953]],36.0,44.12235
[[27.938133]],36.0,22.394075
[[31.492004]],34.56,8.877306
[[25.203787]],33.12,23.901608
[[22.03685]],14.4,53.033684
[[12.861263]],31.68,59.40258
[[14.427972]],27.36,47.266186
[[23.704033]],27.36,13.362455
[[33.176365]],33.12,0.1701871
[[16.085182]],15.84,1.5478665
[[27.413837]],28.8,4.813062
[[26.714857]],27.36,2.3579807
[[30.454765]],33.12,8.047203
[[29.436436]],37.44,21.377039
[[26.625166]],27.36,2.6857994
[[16.439919]],17.28,4.8615866
[[5.397235]],18.72,71.16861
[[29.872547]],34.56,13.563235
[[29.231674]],33.12,11.740111
[[29.728899]],31.68,6.158779
[[16.14519]],31.68,49.03665
[[34.975018]],33.12,5.6009016
[[28.657148]],36.0,20.39681
[[26.477287]],27.36,3.2262914
[[-0.89500946]],1.44,162.15344
[[26.660114]],27.36,2.558064
[[32.543785]],28.8,12.999257
[[27.006527]],34.56,21.856117
[[18.748657]],15.84,18.362734
[[31.349339]],31.68,1.0437555
[[33.379036]],33.12,0.7821166
[[14.099657]],12.96,8.79365
[[15.803966]],33.12,52.282707
[[34.97921]],33.12,5.6135597
[[20.591831]],17.28,19.165686
[[19.657852]],31.68,37.9487
[[26.194412]],18.72,39.92742
[[29.809786]],37.44,20.379843
[[12.281929]],5.76,113.22793
[[21.318756]],21.6,1.3020569
[[23.927732]],20.16,18.68915
[[24.376137]],28.8,15.360634
[[33.196022]],31.68,4.7854223
[[25.952326]],20.16,28.731775
[[26.635544]],43.2,38.34365
[[26.41394]],25.92,1.905634
[[11.665174]],28.8,59.495926
[[30.79018]],31.68,2.8087757
[[19.83597]],27.36,27.50011
[[27.928051]],37.44,25.405846
[[29.548122]],38.88,24.001745
[[29.108324]],36.0,19.143543
[[7.7140427]],5.76,33.924347
[[34.481262]],38.88,11.313628
[[33.15123]],33.12,0.09429628
[[22.480541]],25.92,13.269517
[[33.061974]],30.24,9.3319235
[[15.71781]],25.92,39.360302
[[12.22752]],27.36,55.30877
[[31.994678]],33.12,3.397707
[[27.004707]],27.36,1.2985865
[[24.446518]],17.28,41.4729
[[-0.27191305]],1.44,118.88284
[[36.56907]],36.0,1.580747
[[18.967922]],20.16,5.9130836
[[26.479733]],28.8,8.056482
[[13.399701]],27.36,51.024483
[[16.867065]],14.4,17.1324
[[28.798159]],28.8,0.0063909427
[[18.00079]],36.0,49.997807
[[30.928257]],28.8,7.389784
[[19.964987]],20.16,0.96732664
[[23.453663]],21.6,8.581771
[[13.610366]],31.68,57.037987
[[19.239536]],15.84,21.461718
[[32.56342]],31.68,2.7885702
[[32.991074]],33.12,0.3892673
[[35.95998]],40.32,10.813541
[[31.526423]],36.0,12.426604
[[35.729584]],36.0,0.7511563
[[20.021648]],17.28,15.866015
[[29.815554]],34.56,13.728147
[[19.057034]],14.4,32.340515
[[31.288784]],30.24,3.468202
[[21.481209]],18.72,14.7500515
[[21.282345]],24.48,13.062315
[[31.505812]],36.0,12.483856
[[27.56491]],27.36,0.74894106
[[16.557484]],31.68,47.735218
[[8.738178]],31.68,72.417366
[[28.527267]],34.56,17.455826
[[20.254795]],18.72,8.198695
[[11.774992]],28.8,59.114613
[[29.543623]],40.32,26.727125
[[25.743237]],36.0,28.491009
[[27.385223]],38.88,29.564756
[[37.255314]],38.88,4.1787224
[[32.07084]],38.88,17.513277
[[27.08178]],25.92,4.4821734
[[27.718884]],25.92,6.940137
[[30.996988]],54.72,43.35346
[[36.01845]],33.12,8.751367
[[31.701748]],28.8,10.075517
[[34.44458]],36.0,4.320611
[[32.55887]],33.12,1.6942346
[[23.90386]],17.28,38.33252
[[27.338608]],27.36,0.07819013
[[31.725973]],30.24,4.9139333
[[24.534843]],27.36,10.325867
[[18.679653]],14.4,29.719818
[[29.391705]],33.12,11.256928
[[28.99741]],27.36,5.9846826
[[12.243023]],27.36,55.25211
[[16.6028]],15.84,4.8156576
[[25.963282]],38.88,33.222015
[[11.3745775]],36.0,68.40395
[[16.661585]],34.56,51.7894
[[22.381084]],14.4,55.424202
[[31.72802]],38.88,18.395012
[[13.2771015]],36.0,63.11916
[[34.048508]],30.24,12.594273
[[24.31073]],20.16,20.58894
[[14.89116]],20.16,26.13512
[[21.444572]],23.04,6.9246025
[[30.366375]],38.88,21.897186
[[20.908398]],37.44,44.15492
[[30.953644]],37.44,17.324667
[[14.817246]],28.8,48.551224
[[28.181564]],20.16,39.789505
[[-4.672656]],5.76,181.1225
[[34.186005]],33.12,3.2186165
[[11.532425]],34.56,66.630714
[[13.240252]],11.52,14.932734
[[30.737572]],31.68,2.9748375
[[21.166609]],18.72,13.069495
[[12.405806]],7.2,72.30286
[[27.482597]],33.12,17.021141
[[23.308132]],30.24,22.922842
[[28.547415]],36.0,20.701626
[[30.428785]],31.68,3.9495423
[[31.733139]],54.72,42.008152
[[14.764221]],34.56,57.279457
[[30.431137]],40.32,24.52595
[[14.919405]],25.92,42.440567
[[29.101265]],34.56,15.794953
[[20.265266]],21.6,6.1793237
[[27.305433]],28.8,5.1894655
[[19.528915]],15.84,23.288607
[[35.56718]],38.88,8.520629
[[15.371428]],31.68,51.479076
[[13.667037]],25.92,47.272236
[[20.59247]],17.28,19.169382
[[27.148546]],30.24,10.223061
[[26.853455]],37.44,28.276026
[[25.572191]],34.56,26.006395
[[-3.581717]],5.76,162.18259
[[11.076555]],5.76,92.3013
[[35.923744]],36.0,0.21182166
[[27.121847]],33.12,18.110361
[[11.710349]],8.64,35.53644
[[29.651676]],37.44,20.802145
[[19.773586]],30.24,34.611156
[[21.483274]],18.72,14.7610855
[[24.332138]],18.72,29.979376
[[12.208606]],25.92,52.898895
[[22.502941]],30.24,25.585512
[[27.975658]],48.96,42.860176
[[32.39737]],27.36,18.411436
[[9.458945]],12.96,27.014313
[[30.165627]],27.36,10.25448
[[-0.06147653]],1.44,104.269196
[[27.162674]],25.92,4.794266
[[12.661822]],27.36,53.72141
[[35.45087]],37.44,5.3128424
[[34.52218]],38.88,11.20839
[[14.930727]],36.0,58.52576
[[11.913172]],14.4,17.269638
[[29.898613]],36.0,16.948298
[[13.344221]],27.36,51.227264
[[18.539522]],20.16,8.038083
[[27.001167]],30.24,10.710425
[[29.146545]],30.24,3.6159205
[[5.689791]],18.72,69.60581
[[10.879761]],27.36,60.23479
[[12.9412365]],27.36,52.70016
[[36.274353]],40.32,10.033846
[[18.461618]],28.8,35.897156
[[22.102032]],25.92,14.7298155
[[34.891644]],36.0,3.078768
[[11.919119]],4.32,175.90552
[[28.839695]],33.12,12.923624
[[23.350948]],14.4,62.159367
[[31.73103]],30.24,4.9306536
[[29.646267]],43.2,31.374382
[[22.487598]],27.36,17.808487
[[27.560276]],27.36,0.73200077
[[23.4948]],15.84,48.32576
[[21.249882]],23.04,7.769614
[[37.517677]],40.32,6.950204
[[26.083038]],20.16,29.380152
[[11.236649]],4.32,160.1076
[[20.965065]],20.16,3.9933789
[[7.747748]],21.6,64.1308
[[33.238243]],33.12,0.35701743
[[4.462291]],4.32,3.2937634
[[21.700548]],18.72,15.921736
[[39.921257]],31.68,26.014069
[[30.39803]],23.04,31.935886
[[28.985666]],28.8,0.6446772
[[16.393885]],36.0,54.461433
[[8.755065]],5.76,51.99765
[[22.442207]],21.6,3.8991065
[[37.610474]],27.36,37.46518
[[23.489971]],33.12,29.076172
[[20.082855]],17.28,16.220222
[[33.680916]],34.56,2.5436502
[[29.113333]],33.12,12.097423
[[13.305351]],5.76,130.99567
[[26.682674]],27.36,2.4756074
[[25.588657]],33.12,22.739557
[[37.35849]],38.88,3.9133515
[[30.376259]],38.88,21.871765
[[26.148151]],40.32,35.148434
[[27.879742]],36.0,22.556274
[[36.780655]],30.24,21.62915
[[-0.1731906]],1.44,112.02712
[[17.480171]],21.6,19.073282
[[-8.186355]],1.44,668.4968
[[32.587097]],28.8,13.149646
[[28.578594]],31.68,9.789792
[[30.151552]],38.88,22.449715
[[30.142113]],38.88,22.473993
[[22.945097]],27.36,16.136343
[[29.328579]],36.0,18.531725
[[29.043833]],37.44,22.425657
[[20.41669]],36.0,43.286972
[[30.827576]],34.56,10.799842
[[20.788471]],20.16,3.1174176
[[28.401962]],27.36,3.8083394
[[22.552378]],18.72,20.472107
[[30.894684]],33.12,6.718947
[[30.315456]],33.12,8.467822
[[14.366484]],27.36,47.490925
[[17.092007]],24.48,30.179708
[[29.466532]],34.56,14.738049
[[15.694584]],27.36,42.636757
[[12.407595]],12.96,4.262387
[[24.903418]],33.12,24.80852
[[21.57452]],21.6,0.117964216
[[1.401864]],20.16,93.04631
[[33.53307]],33.12,1.2471942
[[12.256028]],14.4,14.88869
