FOC,PERC
[[31.246113]],27.36,14.203626
[[27.551449]],23.04,19.580936
[[28.49366]],38.88,26.713839
[[22.70486]],36.0,36.930943
[[21.450947]],27.36,21.597418
[[27.701128]],36.0,23.052423
[[16.489563]],17.28,4.574292
[[23.15786]],20.16,14.870337
[[27.68296]],40.32,31.341862
[[26.732698]],28.8,7.178128
[[35.546974]],40.32,11.837861
[[9.053364]],15.84,42.84493
[[18.632208]],15.84,17.627575
[[23.166952]],25.92,10.621327
[[27.531477]],33.12,16.873558
[[22.990929]],34.56,33.475323
[[26.17603]],33.12,20.966093
[[26.62571]],33.12,19.608362
[[30.748356]],34.56,11.029066
[[23.431786]],27.36,14.357511
[[24.842823]],36.0,30.992159
[[29.268131]],23.04,27.031815
[[4.0141625]],1.44,178.76128
[[18.71358]],15.84,18.141281
[[30.69605]],40.32,23.868921
[[26.805458]],20.16,32.96358
[[37.917507]],28.8,31.658014
[[22.837608]],27.36,16.529211
[[31.199293]],28.8,8.330881
[[29.476479]],31.68,6.955561
[[28.71883]],17.28,66.19692
[[4.728962]],15.84,70.14544
[[38.21015]],28.8,32.67414
[[32.393147]],37.44,13.479841
[[27.637878]],34.56,20.02929
[[23.067932]],15.84,45.630882
[[10.686729]],5.76,85.533485
[[24.295044]],37.44,35.10939
[[25.333557]],25.92,2.2625113
[[29.993668]],33.12,9.439406
[[30.123981]],21.6,39.46287
[[30.964571]],38.88,20.358616
[[33.05486]],33.12,0.19667806
[[24.803783]],21.6,14.832328
[[10.121184]],12.96,21.904442
[[32.5101]],38.88,16.383488
[[21.318272]],23.04,7.472783
[[21.260803]],20.16,5.4603343
[[27.40889]],15.84,73.03592
[[-0.5581113]],2.88,119.37887
[[6.5356507]],5.76,13.466154
[[32.956512]],33.12,0.4936186
[[24.00888]],27.36,12.248245
[[5.587506]],5.76,2.9946945
[[29.159187]],33.12,11.958972
[[17.790506]],20.16,11.75344
[[27.177305]],33.12,17.942915
[[25.490242]],23.04,10.634727
[[22.706919]],21.6,5.124622
[[5.2970886]],5.76,8.036659
[[21.514599]],17.28,24.505775
[[32.680832]],34.56,5.4374113
[[9.383327]],18.72,49.87539
[[24.695532]],23.04,7.1854634
[[4.3688107]],2.88,51.69481
[[29.1703]],23.04,26.607197
[[27.031849]],43.2,37.426277
[[32.73458]],33.12,1.1637015
[[27.955166]],28.8,2.9334493
[[12.867551]],18.72,31.26308
[[7.379367]],7.2,2.4912093
[[27.7799]],31.68,12.310924
[[22.503973]],36.0,37.488964
[[34.19873]],31.68,7.9505367
[[5.191747]],5.76,9.865503
[[26.282198]],31.68,17.038517
[[28.75761]],54.72,47.44589
[[27.343323]],31.68,13.689007
[[36.089436]],27.36,31.90583
[[27.694447]],20.16,37.37325
[[23.74056]],34.56,31.306252
[[32.70971]],31.68,3.2503438
[[23.89854]],24.48,2.3752413
[[19.077631]],14.4,32.48355
[[20.930489]],17.28,21.125507
[[34.341213]],27.36,25.516129
[[15.535704]],14.4,7.8868337
[[23.125265]],14.4,60.59212
[[32.11479]],33.12,3.0350456
[[11.712594]],21.6,45.77503
[[29.898724]],31.68,5.622717
[[11.550881]],18.72,38.29657
[[32.369064]],30.24,7.0405574
[[26.766296]],31.68,15.510429
[[6.794937]],4.32,57.290203
[[5.7673473]],15.84,63.589977
[[21.407911]],18.72,14.358504
[[20.241882]],17.28,17.140518
[[3.8018212]],14.4,73.598465
[[19.64227]],25.92,24.21964
[[24.653055]],17.28,42.668137
[[21.576899]],21.6,0.1069528
[[28.528522]],28.8,0.9426276
[[35.092278]],36.0,2.5214515
[[23.562397]],28.8,18.18612
[[28.945793]],25.92,11.673585
[[27.20946]],30.24,10.021628
[[41.55686]],34.56,20.245544
[[25.319063]],37.44,32.374294
[[14.4854355]],14.4,0.59330463
[[21.930717]],37.44,41.424362
[[-0.65824366]],5.76,111.42784
[[34.23236]],30.24,13.202253
[[29.039745]],27.36,6.1394176
[[39.55715]],28.8,37.351223
[[22.897171]],17.28,32.50677
[[26.793613]],30.24,11.396781
[[36.30716]],31.68,14.605932
[[21.516676]],31.68,32.081203
[[12.71683]],4.32,194.37105
[[21.25635]],27.36,22.308666
[[34.77148]],38.88,10.567183
[[15.650518]],15.84,1.196223
[[35.45261]],37.44,5.3081965
[[23.846462]],21.6,10.400287
[[32.684048]],38.88,15.936093
[[31.308254]],27.36,14.430751
[[29.177402]],36.0,18.95166
[[26.981567]],25.92,4.095553
[[30.228004]],34.56,12.534712
[[20.49067]],27.36,25.107204
[[23.778582]],23.04,3.2056456
[[33.71177]],31.68,6.413411
[[32.02143]],33.12,3.3169324
[[26.370544]],33.12,20.378788
[[27.809654]],50.4,44.822117
[[17.222582]],14.4,19.601267
[[26.641346]],31.68,15.904842
[[28.886526]],28.8,0.30044055
[[31.454994]],34.56,8.984395
[[-0.74218297]],1.44,151.54048
[[34.0571]],33.12,2.8294065
[[31.221329]],34.56,9.660511
[[22.942062]],20.16,13.799913
[[31.156551]],27.36,13.876282
[[9.618505]],7.2,33.590343
[[26.612663]],25.92,2.6723118
[[24.684605]],21.6,14.280576
