FOC,PERC
[[30.167234]],27.36,10.260357
[[28.011309]],23.04,21.576857
[[28.517925]],38.88,26.65143
[[18.640146]],36.0,48.221813
[[22.976324]],27.36,16.02221
[[34.78513]],36.0,3.3746402
[[16.829636]],17.28,2.6062791
[[23.673838]],20.16,17.42975
[[34.485653]],40.32,14.470106
[[28.541]],28.8,0.89930165
[[34.399696]],40.32,14.683292
[[14.878747]],15.84,6.068517
[[19.315758]],15.84,21.942913
[[21.686543]],25.92,16.332785
[[33.576324]],33.12,1.3777945
[[19.28528]],34.56,44.19769
[[33.937088]],33.12,2.4670565
[[29.476595]],33.12,11.000616
[[32.279354]],34.56,6.599095
[[29.789814]],27.36,8.880897
[[29.075077]],36.0,19.235897
[[29.023672]],23.04,25.970793
[[-4.916419]],1.44,441.41797
[[18.770174]],15.84,18.498573
[[26.50481]],40.32,34.263863
[[27.288206]],20.16,35.358166
[[33.88659]],28.8,17.661772
[[30.343315]],27.36,10.903927
[[32.998024]],28.8,14.576475
[[34.04197]],31.68,7.4557104
[[29.743504]],17.28,72.126755
[[11.805347]],15.84,25.47129
[[33.07898]],28.8,14.857571
[[31.938004]],37.44,14.695499
[[30.492783]],34.56,11.768572
[[19.801346]],15.84,25.008497
[[11.829746]],5.76,105.37753
[[28.34329]],37.44,24.296764
[[25.897425]],25.92,0.08709637
[[30.87089]],33.12,6.790789
[[27.127375]],21.6,25.589695
[[37.903275]],38.88,2.5121565
[[35.169186]],33.12,6.187158
[[25.180494]],21.6,16.57636
[[9.403479]],12.96,27.442295
[[32.307243]],38.88,16.905241
[[19.585407]],23.04,14.993896
[[23.149273]],20.16,14.827744
[[29.960297]],15.84,89.14328
[[-3.7959259]],2.88,231.803
[[8.339534]],5.76,44.78357
[[30.183992]],33.12,8.864755
[[23.3405]],27.36,14.691157
[[6.536193]],5.76,13.475567
[[39.26719]],33.12,18.560358
[[21.337368]],20.16,5.84012
[[30.062689]],33.12,9.2310095
[[20.355547]],23.04,11.651276
[[20.362593]],21.6,5.7287393
[[6.3954163]],5.76,11.0315275
[[18.002792]],17.28,4.1828218
[[32.394127]],34.56,6.266998
[[7.6545725]],18.72,59.110188
[[25.478453]],23.04,10.583558
[[-3.2794104]],2.88,213.86841
[[29.17316]],23.04,26.619616
[[30.427933]],43.2,29.56497
[[36.182365]],33.12,9.246276
[[30.941727]],28.8,7.436554
[[16.108143]],18.72,13.952226
[[18.514793]],7.2,157.14992
[[29.007797]],31.68,8.434984
[[22.617907]],36.0,37.17248
[[32.566048]],31.68,2.7968667
[[6.251865]],5.76,8.539317
[[29.087328]],31.68,8.183941
[[31.074276]],54.72,43.212215
[[34.076862]],31.68,7.565852
[[32.75396]],27.36,19.714762
[[27.968925]],20.16,38.73475
[[27.453102]],34.56,20.563944
[[34.234077]],31.68,8.062113
[[31.32664]],24.48,27.9683
[[19.29742]],14.4,34.00987
[[17.485493]],17.28,1.1891899
[[35.51203]],27.36,29.795435
[[17.965555]],14.4,24.760803
[[23.815033]],14.4,65.38218
[[34.257885]],33.12,3.4356463
[[19.962542]],21.6,7.5808277
[[32.016163]],31.68,1.0611192
[[9.284097]],18.72,50.405468
[[29.01236]],30.24,4.0596566
[[29.674948]],31.68,6.3290796
[[8.2500305]],4.32,90.972916
[[7.3467836]],15.84,53.61879
[[18.3679]],18.72,1.880868
[[24.175325]],17.28,39.903496
[[10.801964]],14.4,24.98636
[[21.80076]],25.92,15.892129
[[24.452194]],17.28,41.50575
[[29.609098]],21.6,37.07916
[[29.912992]],28.8,3.86456
[[37.009514]],36.0,2.8042052
[[24.102478]],28.8,16.310839
[[30.459967]],25.92,17.515303
[[26.48796]],30.24,12.4075365
[[33.24077]],34.56,3.817225
[[33.99517]],37.44,9.20093
[[18.64361]],14.4,29.469517
[[18.530684]],37.44,50.50565
[[7.899402]],5.76,37.14239
[[32.94401]],30.24,8.941838
[[33.877777]],27.36,23.822283
[[36.242413]],28.8,25.841713
[[21.992947]],17.28,27.273993
[[27.16798]],30.24,10.158795
[[34.0656]],31.68,7.5303063
[[18.279875]],31.68,42.298378
[[-0.08134721]],4.32,101.883026
[[23.68267]],27.36,13.440533
[[40.56436]],38.88,4.332203
[[13.595736]],15.84,14.168337
[[37.26731]],37.44,0.46123806
[[26.21183]],21.6,21.351063
[[28.15887]],38.88,27.574924
[[27.09568]],27.36,0.9660833
[[26.048697]],36.0,27.64251
[[31.697197]],25.92,22.288568
[[30.618616]],34.56,11.404471
[[22.7786]],27.36,16.744883
[[26.108377]],23.04,13.317606
[[32.6054]],31.68,2.9210851
[[34.590775]],33.12,4.4407477
[[29.168808]],33.12,11.929925
[[31.017988]],50.4,38.456375
[[17.364779]],14.4,20.588741
[[29.550379]],31.68,6.72229
[[22.438765]],28.8,22.087622
[[30.887316]],34.56,10.626984
[[-3.5216842]],1.44,344.5614
[[35.499786]],33.12,7.185349
[[35.948486]],34.56,4.0176067
[[20.66406]],20.16,2.5003014
[[35.085945]],27.36,28.2381
[[8.8064575]],7.2,22.311914
[[26.269913]],25.92,1.3499717
[[25.176653]],21.6,16.558575
[[29.861948]],36.0,17.050144
[[34.15535]],31.68,7.8136024
[[31.312216]],31.68,1.1609359
[[21.880302]],20.16,8.533247
[[30.096973]],47.52,36.66462
[[30.168743]],27.36,10.265872
[[26.415556]],38.88,32.058758
[[20.432081]],21.6,5.407033
[[35.292313]],31.68,11.402501
[[30.521473]],34.56,11.685556
[[29.542192]],34.56,14.519122
[[20.25184]],15.84,27.852526
[[22.004395]],21.6,1.8721951
[[28.902359]],33.12,12.734421
[[24.76258]],21.6,14.641576
[[27.769049]],36.0,22.863752
[[33.74009]],36.0,6.2775292
[[35.696396]],34.56,3.2881784
[[27.191723]],33.12,17.899385
[[16.658121]],14.4,15.681399
[[30.8339]],31.68,2.6707697
[[30.604954]],27.36,11.8602085
[[24.983799]],27.36,8.684947
[[29.124582]],33.12,12.063457
[[16.288195]],15.84,2.8295107
[[30.627424]],28.8,6.345226
[[28.788916]],27.36,5.2226424
[[30.515005]],33.12,7.8653193
[[29.115047]],37.44,22.235447
[[29.002697]],27.36,6.0040073
[[19.014256]],17.28,10.036197
[[9.8373785]],18.72,47.449898
[[35.327873]],34.56,2.2218513
[[33.92611]],33.12,2.4339082
[[31.22956]],31.68,1.4218417
[[32.940735]],31.68,3.9795914
[[34.53959]],33.12,4.2862015
[[32.908524]],36.0,8.587435
[[29.330603]],27.36,7.2024927
[[-3.9038858]],1.44,371.10318
[[27.954136]],27.36,2.171547
[[36.406418]],28.8,26.411175
[[30.56419]],34.56,11.5619545
[[18.316273]],15.84,15.633033
[[34.664055]],31.68,9.419364
[[35.434677]],33.12,6.988763
[[16.689846]],12.96,28.779676
[[32.97609]],33.12,0.43450925
[[35.05628]],33.12,5.8462543
[[23.272911]],17.28,34.68119
[[34.010994]],31.68,7.357934
[[29.526785]],18.72,57.728558
[[26.392582]],37.44,29.50699
[[11.925118]],5.76,107.0333
[[21.132792]],21.6,2.163004
[[25.89996]],20.16,28.472021
[[28.183056]],28.8,2.1421645
[[34.00985]],31.68,7.354322
[[24.205948]],20.16,20.069187
[[29.822807]],43.2,30.965725
[[27.906738]],25.92,7.6648855
[[31.224798]],28.8,8.419441
[[33.015026]],31.68,4.2140965
[[20.67124]],27.36,24.447226
[[30.800457]],37.44,17.73382
[[27.035389]],38.88,30.464537
[[34.26094]],36.0,4.8307204
[[7.931917]],5.76,37.70689
[[32.74412]],38.88,15.781583
[[33.862457]],33.12,2.241722
[[23.355028]],25.92,9.895725
[[35.21942]],30.24,16.466341
[[31.997856]],25.92,23.448519
[[29.630745]],27.36,8.299504
[[32.93731]],33.12,0.55159926
[[29.768175]],27.36,8.801807
[[20.061058]],17.28,16.094082
[[-3.4896758]],1.44,342.33862
[[36.720345]],36.0,2.000957
[[18.873041]],20.16,6.3837237
[[29.670773]],28.8,3.0235186
[[32.496693]],27.36,18.774458
[[17.405756]],14.4,20.873308
[[33.763126]],28.8,17.233082
[[32.530155]],36.0,9.638457
[[32.99492]],28.8,14.565693
[[18.804344]],20.16,6.7244825
[[20.158665]],21.6,6.67285
[[31.525387]],31.68,0.48804763
[[21.188301]],15.84,33.764526
[[34.16278]],31.68,7.8370595
[[36.317745]],33.12,9.655031
[[39.25742]],40.32,2.6353674
[[32.04531]],36.0,10.985247
[[36.481476]],36.0,1.3374329
[[21.05555]],17.28,21.849241
[[32.62902]],34.56,5.5873284
[[16.976551]],14.4,17.89272
[[31.801931]],30.24,5.165118
[[21.748419]],18.72,16.177454
[[21.505499]],24.48,12.150739
[[32.067947]],36.0,10.922369
[[29.688934]],27.36,8.512185
[[33.44192]],31.68,5.561619
[[27.987326]],31.68,11.65617
[[30.231386]],34.56,12.524928
[[21.51387]],18.72,14.924524
[[31.115673]],28.8,8.040535
[[29.612928]],40.32,26.555237
[[24.524918]],36.0,31.875229
[[31.756418]],38.88,18.321972
[[37.844723]],38.88,2.6627529
[[35.05784]],38.88,9.830665
[[29.06562]],25.92,12.135881
