FOC,PERC
[[18.214424]],27.36,33.426815
[[25.923227]],23.04,12.514003
[[25.449337]],38.88,34.543888
[[20.387814]],36.0,43.367184
[[19.789875]],27.36,27.668587
[[34.639015]],36.0,3.7805133
[[16.592133]],17.28,3.9807181
[[23.362478]],20.16,15.88531
[[32.597]],40.32,19.154266
[[26.208214]],28.8,8.999255
[[34.07159]],40.32,15.497046
[[11.917874]],15.84,24.760895
[[18.541714]],15.84,17.056273
[[20.942696]],25.92,19.202562
[[31.660042]],33.12,4.408083
[[21.030052]],34.56,39.149155
[[30.507103]],33.12,7.889179
[[29.073574]],33.12,12.217466
[[34.30823]],34.56,0.7285012
[[29.493587]],27.36,7.7981977
[[28.019436]],36.0,22.168234
[[23.98632]],23.04,4.10729
[[2.7616909]],1.44,91.78408
[[20.285614]],15.84,28.065744
[[19.735264]],40.32,51.05341
[[25.31117]],20.16,25.551441
[[32.534805]],28.8,12.968077
[[17.490818]],27.36,36.07157
[[31.836159]],28.8,10.542221
[[32.475624]],31.68,2.5114388
[[24.889896]],17.28,44.038746
[[9.983528]],15.84,36.97268
[[24.956638]],28.8,13.345003
[[33.437866]],37.44,10.689457
[[29.750515]],34.56,13.916338
[[20.079664]],15.84,26.765554
[[12.623798]],5.76,119.163155
[[27.85468]],37.44,25.601816
[[26.85858]],25.92,3.621063
[[29.562283]],33.12,10.741898
[[25.83434]],21.6,19.60342
[[36.210682]],38.88,6.865533
[[33.143475]],33.12,0.07088058
[[14.253852]],21.6,34.009945
[[14.64367]],12.96,12.991281
[[27.184334]],38.88,30.081448
[[20.29969]],23.04,11.893709
[[24.608212]],20.16,22.064543
[[25.480408]],15.84,60.86116
[[-8.923339]],2.88,409.83817
[[13.300707]],5.76,130.91504
[[28.89798]],33.12,12.7476425
[[19.63575]],27.36,28.23191
[[4.072399]],5.76,29.298628
[[27.383038]],33.12,17.321743
[[20.607853]],20.16,2.2214935
[[29.635265]],33.12,10.52154
[[20.966633]],23.04,8.998993
[[20.868584]],21.6,3.3861883
[[3.5338073]],5.76,38.64918
[[17.917084]],17.28,3.686823
[[32.05881]],34.56,7.23724
[[2.9736538]],18.72,84.1151
[[14.872758]],23.04,35.4481
[[-8.326764]],2.88,389.12375
[[24.353779]],23.04,5.702161
[[29.427326]],43.2,31.88119
[[34.841778]],33.12,5.198608
[[30.653835]],28.8,6.4369307
[[15.887911]],18.72,15.128678
[[-0.06252098]],7.2,100.86835
[[24.99304]],31.68,21.107828
[[24.552109]],36.0,31.799698
[[22.076052]],31.68,30.315495
[[3.4718366]],5.76,39.725063
[[28.830772]],31.68,8.993774
[[30.997585]],54.72,43.352367
[[31.27528]],31.68,1.2775261
[[37.27001]],27.36,36.220802
[[25.758419]],20.16,27.769938
[[26.443098]],34.56,23.486408
[[32.84519]],31.68,3.6779919
[[17.799122]],24.48,27.291166
[[26.421303]],14.4,83.48128
[[18.448622]],17.28,6.762853
[[34.666416]],27.36,26.704735
[[17.660244]],14.4,22.640587
[[26.972935]],14.4,87.31205
[[31.822723]],33.12,3.916895
[[3.6867862]],21.6,82.93154
[[32.055283]],31.68,1.1846032
[[5.3718944]],18.72,71.30398
[[28.841595]],30.24,4.624356
[[29.112816]],31.68,8.103486
[[9.301722]],4.32,115.31762
[[4.3136525]],15.84,72.76735
[[19.29875]],18.72,3.0916166
[[23.122717]],17.28,33.81201
[[9.278459]],14.4,35.566257
[[8.007978]],25.92,69.10503
[[22.258156]],17.28,28.808767
[[15.19111]],21.6,29.67079
[[26.319302]],28.8,8.613534
[[35.909]],36.0,0.25277668
[[25.470497]],28.8,11.560772
[[27.89933]],25.92,7.6363044
[[24.694365]],30.24,18.338741
[[31.696482]],34.56,8.285646
[[30.428303]],37.44,18.727821
[[26.225239]],14.4,82.11972
[[20.031933]],37.44,46.495903
[[12.599819]],5.76,118.74686
[[21.853712]],30.24,27.732431
[[32.979866]],27.36,20.540443
[[24.757072]],28.8,14.03794
[[21.14072]],17.28,22.342127
[[27.150225]],30.24,10.21751
[[23.162037]],31.68,26.887508
[[19.514156]],31.68,38.402287
[[4.8994384]],4.32,13.412921
[[22.387283]],27.36,18.175135
[[38.19674]],38.88,1.7573608
[[15.219829]],15.84,3.9152243
[[36.308895]],37.44,3.0211098
[[25.687996]],21.6,18.925905
[[32.93116]],38.88,15.300517
[[28.547832]],27.36,4.3414907
[[29.412445]],36.0,18.298763
[[20.07472]],25.92,22.551233
[[32.85797]],34.56,4.9248557
[[24.858744]],27.36,9.142021
[[27.109467]],23.04,17.662611
[[21.920876]],31.68,30.805317
[[31.079695]],33.12,6.160339
[[28.688522]],33.12,13.380062
[[30.655918]],50.4,39.174767
[[16.1217]],14.4,11.956255
[[29.072018]],31.68,8.232268
[[25.291351]],28.8,12.182806
[[28.634949]],34.56,17.144249
[[-8.95094]],1.44,721.593
[[33.97723]],33.12,2.5882583
[[34.21017]],34.56,1.0122414
[[23.391983]],20.16,16.031664
[[30.54797]],27.36,11.651934
[[14.31952]],7.2,98.882225
[[25.835846]],25.92,0.3246687
[[14.567938]],21.6,32.555847
[[28.815788]],36.0,19.956142
[[32.60291]],31.68,2.913222
[[30.419437]],31.68,3.9790497
[[21.045187]],20.16,4.3908095
[[26.839756]],47.52,43.51903
[[18.84667]],27.36,31.115973
[[20.14757]],38.88,48.180122
[[22.515701]],21.6,4.239356
[[33.82052]],31.68,6.756686
[[30.155165]],34.56,12.745476
[[28.628223]],34.56,17.16371
[[20.032288]],15.84,26.466461
[[19.575336]],21.6,9.373444
[[29.552456]],33.12,10.771567
[[21.181488]],21.6,1.9375572
[[26.054022]],36.0,27.627718
[[27.859547]],36.0,22.612371
[[32.98978]],34.56,4.543463
[[25.19624]],33.12,23.924395
[[22.421818]],14.4,55.707073
[[19.552124]],31.68,38.282436
[[19.375082]],27.36,29.184643
[[24.355259]],27.36,10.982243
[[33.193054]],33.12,0.22057751
[[15.924514]],15.84,0.53354585
[[27.142029]],28.8,5.756842
[[24.798813]],27.36,9.361066
[[29.182915]],33.12,11.887332
[[27.758184]],37.44,25.859547
[[26.060875]],27.36,4.748266
[[17.75539]],17.28,2.7510962
[[6.0024223]],18.72,67.935776
[[31.874416]],34.56,7.7707896
[[31.05872]],33.12,6.2236695
[[30.744476]],31.68,2.9530427
[[22.063309]],31.68,30.355719
[[33.90497]],33.12,2.3700767
[[28.10302]],36.0,21.936056
[[26.013996]],27.36,4.9196067
[[-9.145705]],1.44,735.11835
[[25.827694]],27.36,5.600536
[[34.641197]],28.8,20.281939
[[29.140022]],34.56,15.682809
[[18.413937]],15.84,16.2496
[[32.57034]],31.68,2.8104131
[[34.305405]],33.12,3.5791237
[[16.115906]],12.96,24.351124
[[20.791866]],33.12,37.222626
[[37.227043]],33.12,12.400496
[[21.108273]],17.28,22.15435
[[23.583488]],31.68,25.557173
[[24.12244]],18.72,28.859196
[[29.987411]],37.44,19.905415
[[12.930922]],5.76,124.49516
[[18.956415]],21.6,12.23882
[[27.064976]],20.16,34.250874
[[24.186192]],28.8,16.020164
[[33.07643]],31.68,4.407926
[[25.561085]],20.16,26.791096
[[26.697834]],43.2,38.19946
[[26.975842]],25.92,4.0734625
[[17.499117]],28.8,39.239178
[[32.211246]],31.68,1.6769135
[[20.159838]],27.36,26.316383
[[29.917713]],37.44,20.091576
[[31.098331]],38.88,20.014582
[[28.56601]],36.0,20.649975
[[6.6450424]],5.76,15.3653145
[[32.904354]],38.88,15.369461
[[35.630707]],33.12,7.5806403
[[21.601126]],25.92,16.662323
[[33.954224]],30.24,12.282486
[[20.726784]],25.92,20.035557
[[18.77411]],27.36,31.381174
[[32.683098]],33.12,1.3191459
[[26.539028]],27.36,3.0006301
[[20.649899]],17.28,19.501724
[[-9.026855]],1.44,726.8649
[[35.517036]],36.0,1.3415654
[[19.014233]],20.16,5.683369
[[26.16697]],28.8,9.142466
[[19.505453]],27.36,28.708141
[[16.39584]],14.4,13.860001
[[30.94831]],28.8,7.4594154
[[21.399101]],36.0,40.558052
[[29.925026]],28.8,3.9063427
[[19.75656]],20.16,2.0011928
[[19.276817]],21.6,10.755477
[[20.316128]],31.68,35.870808
[[20.573082]],15.84,29.880566
[[33.040302]],31.68,4.2938824
[[34.599785]],33.12,4.4679527
[[37.16777]],40.32,7.818029
[[32.179207]],36.0,10.613314
[[35.212177]],36.0,2.1883965
[[20.559406]],17.28,18.97804
[[31.250734]],34.56,9.575425
[[17.428844]],14.4,21.033646
[[31.890814]],30.24,5.459041
[[21.727703]],18.72,16.066793
[[18.716042]],24.48,23.545582
[[30.79514]],36.0,14.457947
[[25.881214]],27.36,5.404921
[[22.821552]],31.68,27.962273
[[14.182798]],31.68,55.231064
[[30.008152]],34.56,13.170859
[[20.961197]],18.72,11.97221
[[17.757195]],28.8,38.34307
[[33.150185]],40.32,17.78228
[[29.761944]],36.0,17.327934
[[33.973347]],38.88,12.619996
[[38.019726]],38.88,2.2126422
[[33.124874]],38.88,14.802281
[[25.309368]],25.92,2.355833
[[29.627281]],25.92,14.302783
[[30.702164]],54.72,43.892246
[[35.265743]],33.12,6.478697
[[32.85028]],28.8,14.0634775
[[36.632454]],36.0,1.7568164
[[32.826607]],33.12,0.885846
[[24.83607]],17.28,43.727245
[[27.094519]],27.36,0.9703287
[[32.734863]],30.24,8.250211
[[24.903265]],27.36,8.979297
[[14.298944]],14.4,0.70177186
[[28.949505]],33.12,12.592072
[[28.532333]],27.36,4.284842
[[16.45421]],27.36,39.860344
[[25.02944]],15.84,58.014137
[[26.003168]],38.88,33.119427
[[18.99542]],36.0,47.234943
[[24.516989]],34.56,29.059643
[[23.59553]],14.4,63.85785
[[33.163834]],38.88,14.702076
[[20.10936]],36.0,44.140667
[[37.011658]],30.24,22.39305
[[24.806553]],20.16,23.048378
[[14.39934]],20.16,28.574701
[[21.845442]],23.04,5.184718
[[29.50346]],38.88,24.116617
[[21.741013]],37.44,41.931053
[[30.102982]],37.44,19.596735
[[20.419004]],28.8,29.100677
[[26.27628]],20.16,30.33869
[[-5.948829]],5.76,203.27827
[[34.59192]],33.12,4.4442034
[[17.51986]],34.56,49.30596
[[14.373476]],11.52,24.769753
[[32.549255]],31.68,2.7438607
[[21.765236]],18.72,16.26729
[[13.211314]],7.2,83.49048
[[28.277786]],33.12,14.620207
[[24.708483]],30.24,18.292055
[[28.032097]],36.0,22.133064
[[31.720745]],31.68,0.12861358
[[31.330769]],54.72,42.74348
[[20.877758]],34.56,39.58982
[[31.920727]],40.32,20.83153
[[15.42152]],25.92,40.503395
[[28.732857]],34.56,16.86095
[[20.716309]],21.6,4.0911655
[[29.778194]],28.8,3.396511
[[19.225447]],15.84,21.372768
[[36.60123]],38.88,5.861035
[[22.088894]],31.68,30.274958
[[18.147007]],25.92,29.9884
[[20.429981]],17.28,18.229053
[[29.485699]],30.24,2.494382
[[26.252937]],37.44,29.879972
