FOC,PERC
[[13.9565525]],37.44,62.72288
[[35.09462]],41.76,15.961157
[[16.127743]],34.56,53.33408
[[23.785545]],27.36,13.064529
[[23.026573]],30.24,23.853924
[[18.742231]],23.04,18.653513
[[36.985622]],33.12,11.671569
[[33.39961]],36.0,7.2233095
[[27.793827]],31.68,12.266961
[[30.125542]],27.36,10.107972
[[23.76596]],33.12,28.24287
[[19.088654]],17.28,10.466741
[[15.716362]],14.4,9.141406
[[20.937504]],23.04,9.125422
[[28.430614]],20.16,41.024876
[[21.39129]],25.92,17.471872
[[23.69772]],28.8,17.71625
[[21.94125]],27.36,19.805374
[[13.5466795]],14.4,5.925834
[[30.405891]],36.0,15.53919
[[25.140596]],34.56,27.255222
[[25.319359]],36.0,29.668447
[[28.639713]],34.56,17.130463
[[26.790806]],36.0,25.581095
[[22.865376]],23.04,0.7579227
[[1.4295661]],1.44,0.7245772
[[18.856739]],17.28,9.124642
[[28.507881]],30.24,5.7279053
[[29.161793]],30.24,3.5654995
[[33.154167]],34.56,4.067807
[[24.858028]],27.36,9.144635
[[21.053524]],23.04,8.621861
[[23.907104]],34.56,30.824354
[[26.561905]],15.84,67.68879
[[11.322578]],25.92,56.31721
[[21.568758]],17.28,24.819197
[[21.801735]],34.56,36.91628
[[25.06636]],41.76,39.975185
[[23.948082]],18.72,27.927792
[[21.292286]],28.8,26.068449
[[32.422554]],31.68,2.3439195
[[19.949854]],27.36,27.083868
[[20.676615]],36.0,42.564957
[[13.407388]],14.4,6.8931384
[[21.294857]],33.12,35.703934
[[35.52738]],33.12,7.2686687
[[20.802494]],34.56,39.8076
[[33.967453]],25.92,31.047272
[[17.052814]],5.76,196.05579
[[21.324795]],28.8,25.955572
[[25.033995]],28.8,13.076406
[[19.301008]],18.72,3.1036801
[[26.376675]],27.36,3.5940275
[[17.841679]],17.28,3.250451
[[21.359678]],33.12,35.508217
[[22.040285]],30.24,27.115458
[[19.732882]],28.8,31.483047
[[19.706577]],30.24,34.832745
[[16.407858]],4.32,279.81152
[[32.346653]],34.56,6.404364
[[18.773785]],18.72,0.28731477
[[31.256584]],31.68,1.3365408
[[30.794754]],33.12,7.020667
[[26.962292]],25.92,4.021187
[[37.171925]],41.76,10.986767
[[20.542747]],28.8,28.671015
[[21.245848]],44.64,52.406258
[[28.452145]],31.68,10.188938
[[22.541603]],23.04,2.163185
[[30.355976]],34.56,12.164424
[[12.672633]],15.84,19.996004
[[19.510147]],36.0,45.80515
[[19.69969]],30.24,34.855522
[[22.142939]],31.68,30.10436
[[29.003143]],33.12,12.43012
[[35.202923]],34.56,1.8603051
[[25.304735]],18.72,35.174873
[[18.896046]],15.84,19.293217
[[16.34642]],25.92,36.935104
[[29.116943]],33.12,12.086521
