stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon
20.24,12.95,80.0,13.02,341.8,0.82,53.2,2019-11-10 01:06:00,36.37295,131.50116699999998
20.32,12.95,80.0,16.57,353.8,0.82,53.2,2019-11-10 01:07:00,36.376117,131.506333
20.22,12.95,80.0,15.07,351.8,0.82,53.2,2019-11-10 01:08:00,36.3793,131.511333
20.31,12.95,79.0,15.12,2.200000000000003,0.82,52.8,2019-11-10 01:09:00,36.382383000000004,131.516333
20.16,12.95,77.79,15.48,347.0,0.82,53.0,2019-11-10 01:10:00,36.38555,131.5215
20.11,12.95,76.0,9.31,355.8,0.82,53.2,2019-11-10 01:11:00,36.38875,131.5265
20.07,12.95,76.0,15.74,347.6,0.82,53.4,2019-11-10 01:12:00,36.39185,131.5315
19.95,12.95,76.0,14.25,349.7,0.82,53.3,2019-11-10 01:13:00,36.39505,131.536667
19.96,12.95,75.0,15.18,3.0,0.82,53.0,2019-11-10 01:14:00,36.398183,131.541833
19.92,12.95,76.0,16.1,341.1,0.82,52.9,2019-11-10 01:15:00,36.401333,131.54683300000002
19.86,12.95,76.0,15.18,351.0,0.82,53.0,2019-11-10 01:16:00,36.404383,131.55183300000002
19.81,12.95,77.0,15.12,357.0,0.82,53.0,2019-11-10 01:17:00,36.407533,131.556833
19.8,12.95,77.0,10.19,351.8,0.82,53.2,2019-11-10 01:18:00,36.41065,131.561833
19.89,12.95,77.0,14.66,347.6,0.82,53.4,2019-11-10 01:19:00,36.413817,131.567
20.02,12.95,77.0,12.71,356.7,0.82,53.3,2019-11-10 01:20:00,36.416933,131.57216699999998
19.99,12.95,76.0,15.59,348.9,0.82,53.1,2019-11-10 01:21:00,36.4201,131.577333
19.93,12.95,73.02,9.21,356.5,0.82,55.5,2019-11-10 01:22:00,36.423183,131.582667
19.94,12.95,78.0,13.63,345.1,0.82,55.9,2019-11-10 01:23:00,36.426,131.58783300000002
19.78,12.95,76.0,10.6,349.9,0.82,55.1,2019-11-10 01:24:00,36.42895,131.593167
19.92,12.95,75.0,13.12,358.3,0.82,54.7,2019-11-10 01:25:00,36.431983,131.5985
19.96,12.95,77.0,15.84,351.1,0.82,54.9,2019-11-10 01:26:00,36.435016999999995,131.603833
19.97,12.95,77.0,14.56,351.7,0.82,55.3,2019-11-10 01:27:00,36.438016999999995,131.60916699999999
19.95,12.95,77.0,13.84,359.9,0.82,55.1,2019-11-10 01:28:00,36.441016999999995,131.614667
20.01,12.95,76.0,15.07,344.0,0.82,55.0,2019-11-10 01:29:00,36.444016999999995,131.62
19.9,12.95,77.0,16.87,350.2,0.82,54.8,2019-11-10 01:30:00,36.446967,131.625333
19.84,12.95,77.0,13.79,5.0,0.56,55.0,2019-11-10 01:31:00,36.45,131.630667
