stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon
14.52,9.55,33.0,7.97,96.89999999999998,0.97,237.0,2019-11-23 19:30:00,-8.84535,13.0841
14.73,9.55,35.05,8.49,103.0,0.94,233.0,2019-11-23 19:31:00,-8.84775,13.0807
14.61,9.55,33.0,7.97,103.89999999999998,0.94,229.0,2019-11-23 19:32:00,-8.850367,13.0776
14.46,9.55,34.0,8.49,104.2,0.94,229.0,2019-11-23 19:33:00,-8.85305,13.07445
14.44,9.55,37.0,8.59,104.39999999999998,0.94,229.0,2019-11-23 19:34:00,-8.855733,13.071283
14.32,9.55,33.67,8.49,109.39999999999998,0.94,229.0,2019-11-23 19:35:00,-8.858383,13.068067
14.27,9.55,33.0,8.69,108.8,0.94,226.0,2019-11-23 19:36:00,-8.861217,13.064983
14.39,9.55,32.0,7.1,122.8,0.94,224.0,2019-11-23 19:37:00,-8.864117,13.061983
14.39,9.55,31.0,7.56,105.7,0.94,220.0,2019-11-23 19:38:00,-8.867167,13.0593
14.28,9.55,34.0,9.36,128.39999999999998,0.94,216.0,2019-11-23 19:39:00,-8.870483,13.056833000000001
14.44,9.55,33.0,8.18,125.39999999999998,0.94,214.0,2019-11-23 19:40:00,-8.873867,13.054467
14.5,9.55,32.0,8.28,169.3,0.94,211.0,2019-11-23 19:41:00,-8.877382,13.052267
14.48,9.55,34.0,9.67,136.39999999999998,0.94,210.0,2019-11-23 19:42:00,-8.880917,13.050167
14.54,9.55,32.0,5.35,150.2,0.94,209.0,2019-11-23 19:43:00,-8.88445,13.048117
14.74,9.55,35.05,8.59,131.3,0.94,204.0,2019-11-23 19:44:00,-8.88815,13.046367
14.57,9.55,34.0,7.46,140.5,0.94,205.0,2019-11-23 19:45:00,-8.89185,13.044583
14.44,9.55,34.0,8.69,135.39999999999998,0.94,207.0,2019-11-23 19:46:00,-8.895535,13.042733
14.57,9.55,34.0,7.56,128.60000000000002,0.94,206.0,2019-11-23 19:47:00,-8.899215,13.040833000000001
14.82,9.55,35.0,9.36,129.60000000000002,0.94,205.0,2019-11-23 19:48:00,-8.90295,13.03905
14.66,9.55,35.0,9.16,171.8,0.94,209.0,2019-11-23 19:49:00,-8.906547999999997,13.037083
14.8,9.55,35.0,8.8,122.2,0.94,212.0,2019-11-23 19:50:00,-8.910035,13.034933
14.74,9.55,35.0,9.36,119.60000000000002,0.94,215.0,2019-11-23 19:51:00,-8.913416999999997,13.0326
14.71,9.55,35.0,8.85,113.39999999999998,0.94,218.0,2019-11-23 19:52:00,-8.916617,13.030033
14.55,9.55,34.0,9.16,110.7,0.94,221.0,2019-11-23 19:53:00,-8.91975,13.02735
15.04,9.55,34.0,8.95,108.8,0.94,223.0,2019-11-23 19:54:00,-8.922717,13.024533
15.08,9.55,39.64,9.05,106.10000000000002,0.94,224.0,2019-11-23 19:55:00,-8.925583,13.021767
15.08,9.55,39.64,9.05,106.10000000000002,0.94,224.0,2019-11-23 19:55:28,-8.925583,13.021767
14.82,9.55,33.0,8.85,103.89999999999998,0.94,225.0,2019-11-23 19:56:00,-8.9284,13.01885
14.76,9.55,34.0,8.8,103.3,0.94,227.0,2019-11-23 19:57:00,-8.931167,13.015883
14.81,9.55,33.0,8.59,103.2,0.94,227.0,2019-11-23 19:58:00,-8.933883,13.012867
14.79,9.55,33.0,8.39,104.10000000000002,0.94,227.0,2019-11-23 19:59:00,-8.9366,13.0099
14.69,9.55,35.05,8.59,103.7,0.94,226.0,2019-11-23 20:00:00,-8.939333,13.007
14.79,9.55,35.0,8.69,100.39999999999998,0.94,227.0,2019-11-23 20:01:00,-8.942083,13.004033
14.73,9.55,33.0,8.28,100.3,0.94,228.0,2019-11-23 20:02:00,-8.944733,13.00095
14.7,9.55,35.0,8.59,98.10000000000002,0.94,229.0,2019-11-23 20:03:00,-8.94735,12.997867
14.87,9.55,34.0,8.85,99.0,0.94,231.0,2019-11-23 20:04:00,-8.94985,12.994683
14.88,9.55,33.0,8.69,96.5,0.94,232.0,2019-11-23 20:05:00,-8.952333,12.991483
14.985,9.55,33.0,8.69,112.7,0.94,234.0,2019-11-23 20:06:00,-8.954633,12.988233000000001
14.6,9.55,35.05,8.49,93.8,0.94,234.0,2019-11-23 20:07:00,-8.956883,12.985066999999999
14.58,9.55,35.05,8.69,98.5,0.94,232.0,2019-11-23 20:08:00,-8.9592,12.98195
14.45,9.55,33.0,8.18,99.2,0.94,232.0,2019-11-23 20:09:00,-8.961517,12.978933
14.19,9.55,33.0,8.8,100.39999999999998,0.94,232.0,2019-11-23 20:10:00,-8.96385,12.975883
14.23,9.55,31.0,7.67,104.89999999999998,0.94,230.0,2019-11-23 20:11:00,-8.96625,12.972917
14.03,9.55,33.0,6.89,106.7,0.94,225.0,2019-11-23 20:12:00,-8.968783,12.970183
14.2,9.55,34.0,9.16,111.7,0.94,224.0,2019-11-23 20:13:00,-8.97145,12.967516999999999
14.15,9.55,30.7,7.0,112.0,0.94,224.0,2019-11-23 20:14:00,-8.97415,12.96485
14.25,9.55,30.7,8.28,107.0,0.94,225.0,2019-11-23 20:15:00,-8.976817,12.96215
14.29,9.55,34.0,7.46,107.10000000000002,0.94,225.0,2019-11-23 20:16:00,-8.979483,12.9594
14.04,9.55,30.7,8.69,106.8,0.94,225.0,2019-11-23 20:17:00,-8.982183000000003,12.95665
14.14,9.55,30.7,8.49,107.39999999999998,0.94,225.0,2019-11-23 20:18:00,-8.984833,12.95395
14.32,9.55,34.0,9.16,105.8,0.94,225.0,2019-11-23 20:19:00,-8.98755,12.951183
