stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon
14.28,13.125,33.9,1.95,279.9,1.15,211.1,2019-11-24 00:18:00,20.1582,113.01783300000001
14.25,13.125,28.0,1.79,279.1,1.15,210.9,2019-11-24 00:19:00,20.155433,113.01533300000001
14.21,13.125,27.0,1.13,279.4,1.15,210.6,2019-11-24 00:20:00,20.152317,113.013167
14.3,13.125,33.9,0.67,306.4,1.15,210.6,2019-11-24 00:21:00,20.148117000000006,113.010167
14.26,13.125,33.9,0.56,298.1,1.15,210.9,2019-11-24 00:22:00,20.145232999999998,113.00933300000001
14.24,13.125,29.0,0.77,295.6,1.15,211.4,2019-11-24 00:23:00,20.142017000000006,113.0075
14.3,13.125,30.0,1.54,275.6,1.15,211.4,2019-11-24 00:24:00,20.13815,113.00516699999999
14.26,13.125,33.9,1.13,285.7,1.15,211.3,2019-11-24 00:25:00,20.13535,113.00333300000001
14.35,13.125,33.9,1.74,283.1,1.15,210.9,2019-11-24 00:26:00,20.132033,113.001333
14.28,13.125,30.0,0.87,289.3,1.15,210.7,2019-11-24 00:27:00,20.1281,112.999
14.29,13.125,33.9,1.33,310.4,1.15,210.6,2019-11-24 00:28:00,20.124782999999997,112.99766699999999
14.29,13.125,33.9,1.33,310.4,1.15,210.6,2019-11-24 00:28:23,20.124782999999997,112.99766699999999
14.23,13.125,29.0,1.33,290.0,1.15,211.0,2019-11-24 00:29:00,20.121933,112.995
14.29,13.125,33.9,0.92,302.6,1.15,211.4,2019-11-24 00:30:00,20.118482999999998,112.993
14.31,13.125,33.9,0.92,284.4,1.15,211.6,2019-11-24 00:31:00,20.1154,112.9905
14.36,13.125,33.9,1.43,315.5,1.15,211.5,2019-11-24 00:32:00,20.112267000000006,112.98883300000001
14.2,13.125,31.0,0.0,229.9,1.15,211.1,2019-11-24 00:33:00,20.108767,112.9865
14.25,13.125,28.0,0.51,273.4,1.15,210.6,2019-11-24 00:34:00,20.105367,112.98466699999999
14.27,13.125,33.9,1.38,323.4,1.15,210.6,2019-11-24 00:35:00,20.101833,112.98299999999999
14.2,13.125,27.0,1.23,286.3,1.15,210.7,2019-11-24 00:36:00,20.098633,112.980333
14.31,13.125,33.9,1.48,279.8,1.15,211.2,2019-11-24 00:37:00,20.095367,112.978333
14.3,13.125,31.0,1.08,303.6,1.15,211.4,2019-11-24 00:38:00,20.092117000000002,112.97633300000001
14.25,13.125,27.0,0.61,148.7,1.15,211.3,2019-11-24 00:39:00,20.088783,112.974333
14.28,13.125,33.9,1.33,256.9,1.15,211.1,2019-11-24 00:40:00,20.085383,112.972167
14.33,13.125,33.9,0.97,279.1,1.15,210.9,2019-11-24 00:41:00,20.081967000000002,112.97033300000001
14.23,13.125,28.0,1.23,265.3,1.15,210.7,2019-11-24 00:42:00,20.078733,112.96799999999999
14.29,13.125,33.9,0.56,308.2,1.15,210.8,2019-11-24 00:43:00,20.075117000000002,112.966167
14.32,13.125,33.9,0.41,273.0,1.15,211.0,2019-11-24 00:44:00,20.072,112.96433300000001
14.34,13.125,33.9,1.33,269.0,1.15,211.0,2019-11-24 00:45:00,20.0687,112.962167
14.33,13.125,33.9,1.23,299.9,1.15,211.1,2019-11-24 00:46:00,20.065333,112.960167
14.39,13.125,33.9,0.51,198.8,1.15,211.2,2019-11-24 00:47:00,20.062,112.95816699999999
14.3,13.125,33.9,0.31,333.9,1.15,211.1,2019-11-24 00:48:00,20.05845,112.95483300000001
14.31,13.125,30.0,0.97,293.9,1.15,211.1,2019-11-24 00:49:00,20.055432999999997,112.954
14.31,13.125,33.9,1.18,300.1,1.15,210.9,2019-11-24 00:50:00,20.051983,112.95200000000001
14.24,13.125,28.0,0.77,278.3,1.15,210.7,2019-11-24 00:51:00,20.048817,112.94983300000001
14.27,13.125,35.0,0.87,60.30000000000001,1.15,210.7,2019-11-24 00:52:00,20.045317,112.947833
14.3,13.125,31.0,0.0,300.3,1.15,210.7,2019-11-24 00:53:00,20.041967,112.94566699999999
14.32,13.125,33.9,0.51,265.9,1.15,211.1,2019-11-24 00:54:00,20.038717000000002,112.94383300000001
14.31,13.125,33.9,0.87,302.7,1.15,211.3,2019-11-24 00:55:00,20.035833,112.941833
14.24,13.125,28.0,1.02,315.8,1.15,211.2,2019-11-24 00:56:00,20.032117,112.93966699999999
14.23,13.125,27.0,0.0,90.0,1.15,211.0,2019-11-24 00:57:00,20.028817,112.93783300000001
14.25,13.125,30.0,1.13,142.0,1.15,211.0,2019-11-24 00:58:00,20.02545,112.935667
14.3,13.125,33.9,0.36,226.1,1.15,210.9,2019-11-24 00:59:00,20.022633,112.933833
14.25,13.125,29.0,0.92,210.9,1.15,211.1,2019-11-24 01:00:00,20.020782999999998,112.93733300000001
14.33,13.125,33.9,0.26,215.6,1.15,211.4,2019-11-24 01:01:00,20.0155,112.929833
14.26,13.125,33.9,1.69,291.7,1.15,211.3,2019-11-24 01:02:00,20.012082999999997,112.927333
14.27,13.125,30.0,0.0,339.7,1.15,211.3,2019-11-24 01:03:00,20.00905,112.92533300000001
14.22,13.125,28.0,1.79,353.8,1.15,211.2,2019-11-24 01:04:00,20.005467000000003,112.92333300000001
14.28,13.125,33.9,0.77,141.0,1.15,211.0,2019-11-24 01:05:00,20.002183,112.921333
14.27,13.125,33.9,0.51,151.1,1.15,210.9,2019-11-24 01:06:00,19.998832999999998,112.91933300000001
14.33,13.125,33.9,0.51,176.2,1.15,210.8,2019-11-24 01:07:00,19.995483,112.91716699999999
14.33,13.125,33.9,0.31,309.3,1.15,210.7,2019-11-24 01:08:00,19.992133,112.915167
14.34,13.125,33.9,0.82,129.3,1.15,210.7,2019-11-24 01:09:00,19.988782999999998,112.91316699999999
14.29,13.125,33.9,0.46,260.1,1.15,210.9,2019-11-24 01:10:00,19.985433,112.91116699999999
14.29,13.125,33.9,0.46,260.1,1.15,210.9,2019-11-24 01:10:21,19.985433,112.91116699999999
14.27,13.125,33.9,1.33,299.0,1.15,211.0,2019-11-24 01:11:00,19.981683,112.90816699999999
14.3,13.125,30.0,0.51,289.9,1.15,211.1,2019-11-24 01:12:00,19.978733,112.90700000000001
14.27,13.125,33.9,1.13,290.6,1.15,211.4,2019-11-24 01:13:00,19.975433,112.90483300000001
14.31,13.125,33.9,1.43,328.7,1.15,211.3,2019-11-24 01:14:00,19.972282999999997,112.902667
14.28,13.125,33.9,1.18,241.1,1.15,210.9,2019-11-24 01:15:00,19.96905,112.900333
14.28,13.125,33.9,2.3,279.3,1.15,210.7,2019-11-24 01:16:00,19.96545,112.89866699999999
