stw,draft,foc,ws,wd,swh,vslHeading,dt,lat,lon
13.82,14.55,36.0,7.53,101.3,0.51,305.7,2019-11-30 15:30:00,2.342883,101.811167
13.8,14.55,35.0,7.42,103.8,0.51,306.2,2019-11-30 15:31:00,2.3450830000000003,101.808167
13.93,14.55,35.0,7.12,95.0,0.51,306.0,2019-11-30 15:32:00,2.3473330000000003,101.805167
13.98,14.55,34.0,8.19,95.7,0.51,305.3,2019-11-30 15:33:00,2.349567,101.802167
13.98,14.55,34.0,7.53,106.89999999999998,0.51,305.1,2019-11-30 15:34:00,2.3517669999999997,101.79916700000001
13.9,14.55,35.0,7.78,97.7,0.51,305.3,2019-11-30 15:35:00,2.353967,101.796
13.85,14.55,35.0,7.42,100.0,0.51,306.0,2019-11-30 15:36:00,2.356183,101.79299999999999
13.82,14.55,35.0,7.32,97.7,0.51,306.3,2019-11-30 15:37:00,2.3584669999999996,101.79
13.89,14.55,36.0,8.19,91.7,0.51,306.3,2019-11-30 15:38:00,2.360733,101.787
13.87,14.55,35.0,8.35,95.2,0.51,305.8,2019-11-30 15:39:00,2.3630169999999997,101.783833
13.95,14.55,34.0,9.11,103.60000000000002,0.51,305.4,2019-11-30 15:40:00,2.3652830000000002,101.780833
14.01,14.55,34.0,9.78,111.39999999999998,0.51,305.6,2019-11-30 15:41:00,2.3675,101.77766700000001
13.99,14.55,35.0,9.63,108.0,0.51,307.0,2019-11-30 15:42:00,2.369767,101.77466700000001
14.08,14.55,36.0,9.73,115.60000000000002,0.51,307.4,2019-11-30 15:43:00,2.372117,101.77166700000001
14.01,14.55,34.0,8.24,116.5,0.51,307.5,2019-11-30 15:44:00,2.3745,101.7685
14.12,14.55,35.0,8.45,116.8,0.51,307.2,2019-11-30 15:45:00,2.37685,101.7655
14.1,14.55,33.0,8.86,110.5,0.51,307.5,2019-11-30 15:46:00,2.3792169999999997,101.7625
14.17,14.55,34.0,8.24,112.0,0.51,308.0,2019-11-30 15:47:00,2.381583,101.759333
14.37,14.55,34.0,5.22,115.39999999999998,0.51,307.6,2019-11-30 15:48:00,2.383983,101.756333
14.29,14.55,33.0,7.94,114.10000000000002,0.51,306.9,2019-11-30 15:49:00,2.386333,101.753333
