stw,draft,foc,ws,wd,swh,vslHeading
19.151,15.04,110.0,8.0,98.57,0.75,301.73
19.1215,15.065,110.0,8.0,97.79000000000002,0.67,302.51
19.1215,15.06,110.0,9.0,89.29000000000002,0.67,302.51
18.8814,15.085,111.0,8.0,87.53999999999996,0.67,302.66
18.9321,15.06,111.0,9.0,90.45000000000003,0.67,302.15
18.9611,15.06,111.0,9.0,91.07000000000004,0.67,302.03
19.0316,15.06,112.0,9.0,88.42000000000002,0.67,302.18
19.0403,15.025,112.0,8.0,91.56,0.67,302.14
19.0005,15.025,111.0,8.0,90.45,0.67,301.95
19.0005,15.085,112.0,8.0,90.54999999999997,0.67,301.85
19.0516,14.985,111.0,9.0,88.64999999999998,0.67,301.85
19.0105,15.06,111.0,9.0,90.54000000000002,0.67,301.76
19.0607,15.065,111.0,9.0,82.38,0.67,302.22
19.0805,15.07,111.0,9.0,82.31,0.67,302.29
19.0805,15.035,111.0,9.0,83.10999999999996,0.67,302.29
19.0103,15.0,110.0,9.0,91.58999999999996,0.67,301.61
18.9915,15.0,112.0,9.0,82.42000000000002,0.67,302.28
19.0012,14.935,111.0,9.0,81.11000000000001,0.67,302.19
19.0203,15.08,110.0,9.0,81.43,0.67,301.87
19.0203,15.0,111.0,9.0,86.93,0.67,301.87
19.0907,15.02,111.0,9.0,82.32,0.67,302.08
19.0803,14.98,110.0,9.0,85.60000000000002,0.67,301.9
19.0708,15.03,111.0,9.0,83.11000000000001,0.67,301.89
19.0607,14.98,110.0,9.0,83.07,0.67,301.93
19.0607,15.01,111.0,9.0,83.57,0.67,301.93
19.1005,15.03,110.0,8.0,89.17000000000002,0.67,301.83
19.0005,15.03,111.0,8.0,85.33999999999997,0.67,302.16
19.0311,15.12,111.0,9.0,88.44,0.67,301.86
19.0606,14.965,110.0,9.0,88.35000000000002,0.67,301.95
19.0606,14.96,111.0,9.0,90.95,0.67,301.95
19.0211,15.05,111.0,8.0,89.20999999999998,0.67,302.19
19.0301,14.975,110.0,9.0,83.68,0.67,301.92
18.981,14.995,111.0,9.0,76.97000000000003,0.67,302.03
18.891,14.99,110.0,9.0,77.05000000000003,0.67,301.95
18.891,15.015,111.0,9.0,80.85000000000002,0.67,301.95
18.9403,15.1,111.0,8.0,83.63999999999999,0.67,302.06
18.961,15.095,111.0,8.0,86.63,0.67,302.17
18.9915,15.095,111.0,9.0,80.19,0.67,302.01
18.9907,15.055,111.0,9.0,80.21999999999997,0.67,301.98
18.9907,15.035,110.0,8.0,82.12,0.67,301.98
19.0308,15.015,111.0,8.0,90.55,0.67,302.15
19.0311,15.09,111.0,8.0,86.62,0.67,301.98
18.9809,15.065,111.0,8.0,84.72999999999995,0.67,302.17
18.951,14.93,111.0,8.0,85.13,0.67,301.77
18.951,15.0,110.0,9.0,82.73000000000002,0.67,301.77
18.9902,15.085,112.0,9.0,81.07,0.67,301.43
19.1205,15.07,110.0,8.0,82.06,0.67,301.54
19.3007,15.07,111.0,8.0,85.50999999999998,0.67,302.29
19.3007,15.1,111.0,8.0,84.24000000000002,0.67,303.56
19.2716,14.935,110.0,8.0,76.83999999999997,0.67,303.56
19.1701,14.995,108.0,9.0,80.49000000000002,0.67,302.61
19.1008,15.07,110.0,8.0,82.04000000000002,0.67,303.06
19.0211,15.035,109.0,8.0,83.41000000000003,0.68,303.19
19.0211,15.015,110.0,8.0,83.40000000000003,0.68,303.2
19.0715,15.105,110.0,8.0,79.30000000000003,0.68,303.2
19.0809,15.02,110.0,8.0,77.99000000000002,0.68,303.01
19.1806,15.035,110.0,8.0,73.13999999999999,0.68,303.16
19.2104,15.035,110.0,8.0,81.65000000000003,0.68,303.15
19.2104,14.94,110.0,8.0,81.75,0.68,303.05
19.1405,14.93,110.0,8.0,80.05000000000003,0.68,303.05
19.2804,14.985,109.0,8.0,80.86000000000001,0.68,303.14
19.3204,14.955,111.0,9.0,78.67999999999995,0.68,303.72
19.1801,15.015,109.0,8.0,80.96999999999997,0.68,302.43
19.1801,15.025,109.0,8.0,80.60999999999996,0.68,302.79
19.3502,15.055,111.0,8.0,83.50999999999998,0.68,302.79
19.44,15.13,111.0,8.0,82.60000000000002,0.68,303.5
19.5833,15.01,110.0,8.0,75.16999999999996,0.68,302.73
19.2627,15.01,110.0,8.0,76.31,0.68,302.29
19.2627,15.025,109.0,8.0,76.61000000000001,0.68,301.99
19.2304,15.0,110.0,8.0,77.40999999999997,0.68,301.99
19.2108,14.975,109.0,8.0,75.53999999999995,0.68,302.36
19.0803,14.97,110.0,8.0,80.64999999999998,0.68,303.25
19.1412,15.06,108.0,8.0,82.0,0.68,303.0
19.1412,15.055,109.0,8.0,81.88,0.68,303.12
19.1608,14.905,110.0,8.0,76.68,0.68,303.12
19.1002,14.955,109.0,7.0,72.13,0.68,303.17
19.1404,15.06,109.0,8.0,78.32999999999998,0.68,303.07
19.1016,14.97,109.0,8.0,78.48999999999995,0.68,302.91
19.1016,14.97,107.0,7.0,81.78999999999995,0.68,302.91
18.91,15.135,107.0,7.0,85.43,0.68,298.87
18.77,15.05,105.0,7.0,93.40000000000003,0.68,290.9
18.9322,15.05,113.0,8.0,85.02999999999997,0.68,294.47
19.0302,14.98,110.0,8.0,84.85999999999996,0.68,293.04
19.1507,15.04,111.0,8.0,84.58999999999997,0.68,293.31
19.1507,15.04,110.0,7.0,80.58999999999997,0.68,293.31
19.2015,15.04,108.0,6.0,79.89999999999998,0.68,292.8
19.2405,15.03,109.0,8.0,82.21999999999997,0.68,293.18
19.1906,15.12,109.0,7.0,87.54000000000002,0.68,293.26
19.1906,15.01,109.0,7.0,87.57999999999998,0.68,293.22
19.2504,14.97,108.0,7.0,81.17999999999995,0.68,293.22
19.0501,15.07,109.0,7.0,85.10000000000002,0.68,292.9
19.1318,14.985,108.0,7.0,80.42000000000002,0.68,293.18
19.0804,15.01,111.0,6.0,80.89999999999998,0.68,295.1
19.0804,15.005,110.0,6.0,80.94999999999997,0.68,295.05
19.0604,15.005,109.0,7.0,89.75,0.68,295.05
19.0701,15.04,109.0,6.0,78.88,0.68,294.92
18.8204,15.04,104.0,7.0,88.20999999999998,0.68,290.49
18.59,15.09,103.0,8.0,97.52999999999996,0.68,284.67
18.59,15.035,103.0,8.0,105.07999999999998,0.68,277.12
19.02,14.925,111.0,7.0,109.26,0.68,271.54
19.0408,15.095,110.0,9.07,114.45000000000002,0.68,270.95
19.0007,15.07,108.0,7.0,106.42000000000002,0.68,271.28
19.0007,15.03,109.0,7.0,106.36,0.68,271.34
19.131,14.99,111.0,6.0,99.36,0.68,271.34
19.1301,14.855,114.0,8.75,91.96000000000004,0.68,276.14
19.0309,15.05,112.0,6.0,97.63,0.68,278.57
19.081,14.985,112.0,7.0,91.40999999999997,0.68,286.49
19.1622,15.105,114.0,7.0,86.76999999999998,0.68,290.63
19.3041,14.96,114.0,6.0,81.19,0.68,295.81
19.1046,15.04,113.0,8.68,70.44,0.68,299.06
19.1046,15.03,108.0,8.68,70.68,0.68,298.82
19.04,15.04,114.0,7.0,71.95000000000005,0.68,302.15
19.2504,15.025,113.0,7.0,76.40000000000003,0.68,305.2
19.2504,14.955,108.0,6.0,71.88999999999999,0.68,304.51
19.3306,15.055,108.0,6.0,71.01999999999998,0.68,305.38
19.1205,15.02,109.0,7.0,69.82,0.68,305.38
19.27,15.02,108.0,7.0,71.20999999999998,0.68,305.79
19.19,14.9,107.0,6.0,66.40000000000003,0.68,305.7
19.19,14.989999999999998,111.0,7.0,66.59000000000003,0.68,308.01
19.3306,15.02,109.0,7.0,65.40000000000003,0.68,309.2
19.0904,14.93,107.0,7.0,64.0,0.68,309.2
19.0101,14.93,109.0,9.77,54.20999999999998,0.68,308.99
19.0204,14.965,109.0,6.0,67.21999999999997,0.68,309.98
19.0204,14.995,109.0,6.0,67.34999999999997,0.68,309.85
19.12,15.04,108.0,9.2,61.84999999999997,0.68,309.85
19.1502,15.010000000000002,109.0,6.0,59.20999999999998,0.68,309.79
19.0813,15.010000000000002,108.0,9.2,54.94999999999999,0.68,309.75
19.1001,15.11,110.0,6.0,60.329999999999984,0.68,309.97
19.1001,15.0,108.0,6.0,60.43000000000001,0.68,309.87
19.1903,15.010000000000002,109.0,6.0,60.73000000000002,0.68,309.87
19.1004,15.015,109.0,6.0,60.149999999999984,0.68,309.55
19.0901,15.025,109.0,9.77,59.01000000000005,0.68,310.09
19.19,15.0,109.0,9.84,61.69999999999999,0.68,310.3
19.19,15.010000000000002,108.0,9.84,62.329999999999984,0.68,309.67
19.1104,14.965,108.0,7.0,65.22999999999996,0.68,309.67
18.77,15.055,106.0,7.0,66.94999999999999,0.68,307.05
18.77,15.045,104.0,7.0,71.24000000000002,0.68,302.76
19.03,15.06,110.0,6.0,65.12,0.68,305.48
19.03,15.02,110.0,6.0,65.04000000000002,0.68,305.56
19.0803,15.025,108.0,7.0,55.04000000000002,0.68,305.56
19.14,15.0,109.0,6.0,61.51999999999998,0.68,305.48
18.8002,15.06,104.0,9.77,64.00999999999999,0.68,302.29
18.7404,15.06,105.0,6.0,65.69999999999999,0.68,298.6
19.0003,15.06,109.0,7.0,73.69999999999997,0.68,300.2
19.0405,14.98,110.0,7.0,73.60000000000002,0.68,300.2
19.1409,15.075,109.0,7.0,71.21999999999997,0.68,299.18
19.1409,15.035,109.0,7.0,71.33999999999997,0.68,299.06
19.2818,15.005,109.0,6.0,67.94,0.68,299.06
19.0219,15.0,109.0,6.0,70.98000000000002,0.68,299.62
19.0219,15.04,109.0,6.0,70.98000000000002,0.68,299.62
19.0411,15.025,109.0,6.0,69.57999999999998,0.68,299.62
19.0005,15.015,109.0,6.0,67.78000000000003,0.68,299.32
19.1002,14.995,109.0,6.0,70.83999999999997,0.68,299.16
19.0514,15.055,110.0,6.0,68.19,0.61,299.31
19.0514,14.995,110.0,6.0,62.700000000000045,0.61,299.4
